id,codigo,descripcion,categoria,subcategoria,medidas,foto,proveedor
BROCON3-8X6,BROCON3/8X6,"BROCA PARA CONCRETO 3/8"" X 6""(119210)SDS",Herramienta manual,Herramienta manual,"3/8"" 6"" 3/8",BROCON3-8X6.webp,
BRO119160,BRO119160,"BROCA PARA CONCRETO 5/16"" X 12"" (119160)",Herramienta manual,Herramienta manual,"5/16"" 12"" 5/16",BRO119160.webp,
BROCON5-16X12,BROCON5/16X12,"BROCA PARA CONCRETO 5/16"" X 12""(119209)SDS",Herramienta manual,Herramienta manual,"5/16"" 12"" 5/16",BROCON5-16X12.webp,
BROCON5-16X6,BROCON5/16X6,"BROCA PARA CONCRETO 5/16"" X 6 (119208)SDS",Herramienta manual,Herramienta manual,"5/16"" 5/16",BROCON5-16X6.webp,
BROCON5-8X12,BROCON5/8X12,"BROCA PARA CONCRETO 5/8"" X 12""(119217)SDS",Herramienta manual,Herramienta manual,"5/8"" 12"" 5/8",BROCON5-8X12.webp,
BROCON5-8X6,BROCON5/8X6,"BROCA PARA CONCRETO 5/8"" X 6"" (119216)SDS",Herramienta manual,Herramienta manual,"5/8"" 6"" 5/8",BROCON5-8X6.webp,
BROCON7-8X12,BROCON7/8X12,"BROCA PARA CONCRETO 7/8"" X 12"" (119220)",Herramienta manual,Herramienta manual,"7/8"" 12"" 7/8",BROCON7-8X12.webp,
BR1405,BR1405,BROCA ROUTER 1/4 MED CAÑ 3/8 URREA(BR1405),Herramienta electrica,Herramienta electrica,1/4 3/8,BR1405.webp,
119270,119270,"BROCA ROUTER DE 1 1/2"" X 3/4"" SURTEK (119270)",Herramienta electrica,Herramienta electrica,"1 1/2"" 3/4"" 1/2 3/4",119270.webp,
119263,119263,"BROCA ROUTER REBAJ. 1/2"" A 1 1/4"" SURTEK (119263)",Herramienta electrica,Herramienta electrica,"1/2"" 1 1/4"" 1/2 1/4",119263.webp,
142652,142652,"BROCHA MANGO PLASTICO 1 1/2"" FOY (142652)",Pintura y quimicos,Pintura y quimicos,"1 1/2"" 1/2",142652.webp,
123312,123312,"BROCHA MANGO PLASTICO 1 1/2"" SURTEK (123312)",Pintura y quimicos,Pintura y quimicos,"1 1/2"" 1/2",123312.webp,
142651,142651,"BROCHA MANGO PLASTICO 1"" FOY (142651)",Pintura y quimicos,Pintura y quimicos,"1""",142651.webp,
123311,123311,"BROCHA MANGO PLASTICO 1"" SURTEK (123311)",Pintura y quimicos,Pintura y quimicos,"1""",123311.webp,
142650,142650,"BROCHA MANGO PLASTICO 1/2"" FOY (142650)",Pintura y quimicos,Pintura y quimicos,"1/2"" 1/2",142650.webp,
123314,123314,BROCHA MANGO PLASTICO 2 1/2 SURTEK (123314),Pintura y quimicos,Pintura y quimicos,1/2,123314.webp,
142654,142654,"BROCHA MANGO PLASTICO 2 1/2""  FOY (142654)",Pintura y quimicos,Pintura y quimicos,"2 1/2"" 1/2",142654.webp,
142653,142653,"BROCHA MANGO PLASTICO 2"" FOY (142653)",Pintura y quimicos,Pintura y quimicos,"2""",142653.webp,
123313,123313,"BROCHA MANGO PLASTICO 2"" SURTEK (123313)",Pintura y quimicos,Pintura y quimicos,"2""",123313.webp,
142655,142655,"BROCHA MANGO PLASTICO 3"" FOY (142655)",Pintura y quimicos,Pintura y quimicos,"3""",142655.webp,
142656,142656,"BROCHA MANGO PLASTICO 4"" FOY(142656)",Pintura y quimicos,Pintura y quimicos,"4""",142656.webp,
142658,142658,"BROCHA MANGO PLASTICO 6""FOY (142658)",Pintura y quimicos,Pintura y quimicos,"6""",142658.webp,
107344,107344,CABLE PASACORRIENTE CAL.18 3 MTS (107344),Electrico e iluminacion,Electrico e iluminacion,CAL.18 3 MTS,107344.webp,
136935,136935,CABLE SURTEK 2 X 12 USO RUDO (136935),Electrico e iluminacion,Electrico e iluminacion,2 X 12,136935.webp,
136936,136936,CABLE SURTEK 3 X 12 USO RUDO (136936),Electrico e iluminacion,Electrico e iluminacion,3 X 12,136936.webp,
136938,136938,"CABLE SURTEK 3 X 14 USO RUDO 220V,15AMP(136938)",Electrico e iluminacion,Electrico e iluminacion,3 X 14,136938.webp,
150826,150826,"CADENA GRADO 70 C/GANCHO 3/8"" (150826)",Tornilleria y fijacion,Tornilleria y fijacion,"3/8"" 3/8",150826.webp,
CPU19P,CPU19P,"CAJA PLASTICA BROCH 19 X 10"" ( CPU19P )",Herramienta manual,POR CLASIFICAR,"10"" 19 X 10",CPU19P.webp,
CPS17,CPS17,CAJA PLASTICA NEGRA SURTEK (CPS17),Herramienta manual,POR CLASIFICAR,,CPS17.webp,
CPS19P,CPS19P,CAJA PLASTICA NEGRA SURTEK (CPS19P),Herramienta manual,POR CLASIFICAR,,CPS19P.webp,
CPS17K,CPS17K,CAJA PLASTICA ROSA SURTEK (CPS17K),"Herrería, forja y herrajes",POR CLASIFICAR,,CPS17K.webp,
137657,137657,CAPUCHA DE MEZCLILLA SURTEK (137657),Seguridad EPP,POR CLASIFICAR,,137657.webp,
CARCIOND4,CARCIOND4,"CARDA CIRCULAR LATON OND. 4"" (123249)",Soldadura y abrasivos,Abrasivos / Discos,"4""",CARCIOND4.webp,
C546,C546,"CARDA CIRCULAR OND. 1 1/2 X 0.17MM 1/4"" (C546)",Soldadura y abrasivos,Abrasivos / Discos,"1/4"" 2 X 0.17 0.17MM 1/2 1/4",C546.webp,
C563,C563,CARDA CIRCULAR OND. 3X 0.30MM 1/4 (C563),Soldadura y abrasivos,Abrasivos / Discos,3X 0.30 0.30MM 1/4,C563.webp,
C564,C564,CARDA CIRCULAR OND. 4X 0.30MM 1/4 (C564),Soldadura y abrasivos,Abrasivos / Discos,4X 0.30 0.30MM 1/4,C564.webp,
C542,C542,"CARDA CIRCULAR ONDULADA 6 X 0.35MM 1 1/4"" (C542)",Soldadura y abrasivos,Abrasivos / Discos,"1 1/4"" 6 X 0.35 0.35MM 1/4",C542.webp,
CAR123245,CAR123245,"CARDA CIRCULAR SURTEK 1/4 X 1 1/2"" (123245)",Soldadura y abrasivos,Abrasivos / Discos,"1 1/2"" 4 X 1 1/4 1/2",CAR123245.webp,
C536,C536,"CARDA CIRCULAR TRENZADA 6 X 0.51MM 5/8"" (C536)",Soldadura y abrasivos,Abrasivos / Discos,"5/8"" 6 X 0.51 0.51MM 5/8",C536.webp,
C527,C527,"CARDA CIRCULAR TRENZADA 6X0.5MM 5/8"" (C527)",Soldadura y abrasivos,Abrasivos / Discos,"5/8"" 6X0.5 0.5MM 5/8",C527.webp,
C504,C504,"CARDA COPA OND.5""X0.35 MM 5/8 (C504)",Soldadura y abrasivos,Abrasivos / Discos,"5"" 0.35 MM 5/8",C504.webp,
C572,C572,"CARDA COPA ONDULADA 1 3/4 X 0.17MM 1/4"" (C572)",Soldadura y abrasivos,Abrasivos / Discos,"1/4"" 4 X 0.17 0.17MM 3/4 1/4",C572.webp,
C578,C578,"CARDA COPA ONDULADA 1 3/4 X 0.30MM 1/4"" (C578)",Soldadura y abrasivos,Abrasivos / Discos,"1/4"" 4 X 0.30 0.30MM 3/4 1/4",C578.webp,
C580,C580,"CARDA COPA ONDULADA 2 3/4 X 0.30MM 1/4"" (C580)",Soldadura y abrasivos,Abrasivos / Discos,"1/4"" 4 X 0.30 0.30MM 3/4 1/4",C580.webp,
C500,C500,"CARDA COPA ONDULADA 3 X 0.35MM 5/8"" (C500)",Soldadura y abrasivos,Abrasivos / Discos,"5/8"" 3 X 0.35 0.35MM 5/8",C500.webp,
C501,C501,CARDA COPA ONDULADA 3 X 0.35MM M14 (C501),Soldadura y abrasivos,Abrasivos / Discos,3 X 0.35 0.35MM,C501.webp,
CARCO123229,CARCO123229,"CARDA COPA ONDULADA 3""X.35 RM14(123229)",Soldadura y abrasivos,Abrasivos / Discos,"3""",CARCO123229.webp,
C502,C502,"CARDA COPA ONDULADA 4"" X 0.35MM 5/8"" (C502)",Soldadura y abrasivos,Abrasivos / Discos,"4"" 5/8"" 0.35MM 5/8",C502.webp,
CARCOOND3,CARCOOND3,"CARDA COPA ONDULADO 3"" X 5/8"" (123228)",Soldadura y abrasivos,Abrasivos / Discos,"3"" 5/8"" 5/8",CARCOOND3.webp,
C516,C516,"CARDA COPA TR. 5""X0.35MM 5/8 (C516)",Soldadura y abrasivos,Abrasivos / Discos,"5"" 0.35MM 5/8",C516.webp,
C512,C512,"CARDA COPA TRENZ. 3X 0.35MM 5/8""(C512)",Soldadura y abrasivos,Abrasivos / Discos,"5/8"" 3X 0.35 0.35MM 5/8",C512.webp,
C513,C513,CARDA COPA TRENZ. 3X 0.35MM M14(C513),Soldadura y abrasivos,Abrasivos / Discos,3X 0.35 0.35MM,C513.webp,
C514,C514,"CARDA COPA TRENZ. 4X 0.35MM 5/8""(C514)",Soldadura y abrasivos,Abrasivos / Discos,"5/8"" 4X 0.35 0.35MM 5/8",C514.webp,
C515,C515,CARDA COPA TRENZ. 4X 0.35MM M1 (C515),Soldadura y abrasivos,Abrasivos / Discos,4X 0.35 0.35MM,C515.webp,
CARCOTRE3-123237,CARCOTRE3-123237,"CARDA COPA TRENZADA 3""  14 MM  (123237)",Soldadura y abrasivos,Abrasivos / Discos,"3"" 14 MM",CARCOTRE3-123237.webp,
CARCOTRE3,CARCOTRE3,"CARDA COPA TRENZADA 3"" X 5/8""  (123236)",Soldadura y abrasivos,Abrasivos / Discos,"3"" 5/8"" 5/8",CARCOTRE3.webp,
CARCOTRE4,CARCOTRE4,"CARDA COPA TRENZADA 4""X1 1/8"" (123239)",Soldadura y abrasivos,Abrasivos / Discos,"4"" 1 1/8"" 1/8",CARCOTRE4.webp,
CARCOTRE4-123238,CARCOTRE4-(123238),"CARDA COPA TRENZADA 4""X1 1/8""X.35MM (123238)",Soldadura y abrasivos,Abrasivos / Discos,"4"" 1 1/8"" 35MM 1/8",CARCOTRE4-123238.webp,
CARCOTRE5-14MM,CARCOTRE5-14MM,"CARDA COPA TRENZADA 5""X 14MM   (123241)",Soldadura y abrasivos,Abrasivos / Discos,"5"" 14MM",CARCOTRE5-14MM.webp,
CARCOTRE5,CARCOTRE5,"CARDA COPA TRENZADA 5""X5/8""  (123240)",Soldadura y abrasivos,Abrasivos / Discos,"5"" 5/8"" 5/8",CARCOTRE5.webp,
CAR123221,CAR123221,CARDA ESMERIL P/BANCO 6 X 1 3/16 (123221),Herramienta electrica,Herramienta electrica,6 X 1 3/16,CAR123221.webp,
CARTAL6X44,CARTAL6X44,"CARDA P/TALADRO 1 3/4""X1/4""X2 3/32(123252)",Herramienta electrica,Herramienta electrica,"1 3/4"" 1/4"" 3/4 1/4 3/32",CARTAL6X44.webp,
123254,123254,"CARDA P/TALADRO 1/4"" X 1 3/4"" 17MM SURTEK (123254)",Herramienta electrica,Herramienta electrica,"1/4"" 1 3/4"" 17MM 1/4 3/4",123254.webp,
CARTAL6X70,CARTAL6X70,"CARDA P/TALADRO 2 3/4""X1/4""X25/32 (123253)",Herramienta electrica,Herramienta electrica,"2 3/4"" 1/4"" 3/4 1/4 25/32",CARTAL6X70.webp,
CARTAL6X75,CARTAL6X75,"CARDA P/TALADRO 3""X1/4""X5/8"" (123251)",Herramienta electrica,Herramienta electrica,"3"" 1/4"" 5/8"" 1/4 5/8",CARTAL6X75.webp,
CAR123224,CAR123224,"CARDA TRENZADA 6""X .55MM (123224)",Soldadura y abrasivos,Abrasivos / Discos,"6"" 55MM",CAR123224.webp,
CAR123225,CAR123225,"CARDA TRENZADA 6""X.51MMX3/4"" (123225)",Soldadura y abrasivos,Abrasivos / Discos,"6"" 3/4"" 3/4",CAR123225.webp,
USCS6,USCS6,CARETA ELECT. P/SOLD.LENTE AMPLIO URREA(USCS6),Seguridad (EPP),Seguridad (EPP),,USCS6.webp,
USCS5,USCS5,CARETA ELECT.P/SOLD.DIS SOLFIB URREA(USCS5),Seguridad (EPP),Seguridad (EPP),,USCS5.webp,
137331,137331,CARETA P/SOLDAR VISION AMPLIA SURTEK (137331),Seguridad (EPP),Seguridad (EPP),,137331.webp,
RC03,RC03,CARTUCHO P/REP PINT AEROSOL RC03,Pintura y quimicos,Pintura y quimicos,,RC03.webp,
137354,137354,CARTUCHO RESPIRADOR DE POLVO SURTEK (137354),Seguridad (EPP),Seguridad (EPP),,137354.webp,
137355,137355,CARTUCHO RESPIRADOR PINTURA SURTEK (137355),Pintura y quimicos,Pintura y quimicos,,137355.webp,
USH01Y,USH01Y,CASCO AJUSTE MAT. AMARILLO (USH01Y),Seguridad (EPP),Seguridad (EPP),,USH01Y.webp,
CASA,CASA,CASCO SEG AJUST INT 4 PTOS AMAR(CASA),Seguridad (EPP),Seguridad (EPP),,CASA.webp,
137308,137308,CASCO SEGURIDAD AMARILLO SURTEK (137308),Seguridad (EPP),Seguridad (EPP),,137308.webp,
CEPALM,CEPALM,CEPILLO DE ALAMBRE (4X16)123260,Soldadura y abrasivos,Abrasivos / Discos,4X16,CEPALM.webp,
CEPALM123261,CEPALM123261,CEPILLO DE ALAMBRE (4X16)123261,Soldadura y abrasivos,Abrasivos / Discos,4X16,CEPALM123261.webp,
123262,123262,CEPILLO DE ALAMBRE SIN MANGO 6X19 SURTEK (123262),Soldadura y abrasivos,Abrasivos / Discos,6X19,123262.webp,
137549,137549,CHALECO AV SUPERIOR AMAR. SURTEK (137549),Seguridad (EPP),Seguridad (EPP),,137549.webp,
137592,137592,CHALECO AV SUPERIOR AZUL SURTEK (137592),Seguridad (EPP),Seguridad (EPP),,137592.webp,
137548,137548,CHALECO AV SUPERIOR NARAN. SURTEK (137548),Seguridad (EPP),Seguridad (EPP),,137548.webp,
137376,137376,CHALECO MALLA CORREA AJUST. NAR. SURTEK (137376),"Alambre, malla y cercas","Alambre, malla y cercas",,137376.webp,
137496,137496,CHALECO SEG.NARANJA UNIT(137496),Seguridad (EPP),Seguridad (EPP),,137496.webp,
137497,137497,CHALECO SEG.NARANJA UNIT(137497),Seguridad (EPP),Seguridad (EPP),,137497.webp,
USCH34,USCH34,CHALECO SEG.SUPERVISOR ROJO EEG(USCH34),Seguridad (EPP),Seguridad (EPP),,USCH34.webp,
137377,137377,CHALECO SEGURIDAD REF.NJA.SURTEK 137377,Seguridad (EPP),Seguridad (EPP),,137377.webp,
117116,117116,"CINCEL 1/2"" DE 8"" LARGO SURTEK (117116)",Herramienta manual,Herramienta manual,"1/2"" 8"" 1/2",117116.webp,
87G22,87G22,CINCEL CANAL SDS PLUS 250X22MM URREA(87D22),Herramienta manual,Herramienta manual,250X22 22MM,87G22.webp,
87F20,87F20,CINCEL PLANO SDS PLUS 250X20MM URREA(87F20),Herramienta manual,Herramienta manual,250X20 20MM,87F20.webp,
87P14,87P14,CINCEL PTA. SDS PLUS 250X14MM URREA(87P14),Herramienta manual,Herramienta manual,250X14 14MM,87P14.webp,
SINAIS-138001,SINAIS-138001,CINTA AISLAR SURTEK 19MMX18M (138001),Pintura y químicos,POR CLASIFICAR,18M,SINAIS-138001.webp,
SINAIS-138000,SINAIS-138000,CINTA AISLAR SURTEK 9M (138000),Pintura y químicos,POR CLASIFICAR,9M,SINAIS-138000.webp,
137367,137367,CINTA ANTIDERRAPANTE 50MM 5M SURTEK (137367),Pintura y químicos,POR CLASIFICAR,50MM 5M,137367.webp,
CLFV20,CLFV20,CINTA LGA FIB VID 20 M  ( CLFV20 ),Pintura y químicos,POR CLASIFICAR,20 M,CLFV20.webp,
CLX30,CLX30,CINTA METRICA TIPO CRUCETA 30 MTS. SURTEK (CLX30),Herramienta manual,Herramienta manual,30 MTS,CLX30.webp,
CLX50,CLX50,CINTA METRICA TIPO CRUCETA 50 MTS. SURTEK (CLX50),Herramienta manual,Herramienta manual,50 MTS,CLX50.webp,
137297,137297,"CINTA PRECAUCION DE 3"" 100 MTS.(137297)",Pintura y químicos,POR CLASIFICAR,"3"" 100 MTS",137297.webp,
138026,138026,CINTA TRANS. 150 MTS SURTEK (138026),Pintura y químicos,POR CLASIFICAR,150 MTS,138026.webp,
CLANEUCN650,CLANEUCN650,"CLAVADORA NEUMATICA SURTEK 100 CLAVOS 2"" (CN650)","Alambre, malla y cercas","Alambre, malla y cercas","2""",CLANEUCN650.webp,
CLA108500,CLA108500,CLAVOS P/CLAV.NEU SURTEK 19/32 (108500),"Alambre, malla y cercas","Alambre, malla y cercas",19/32,CLA108500.webp,
CLA108502,CLA108502,"CLAVOS P/CLAV.NEU. SURTEK 1"" (108502)","Alambre, malla y cercas","Alambre, malla y cercas","1""",CLA108502.webp,
CLA108506,CLA108506,CLAVOS P/CLAV.NEU. SURTEK 1-5/8 (108506),"Alambre, malla y cercas","Alambre, malla y cercas",5/8,CLA108506.webp,
CLA108508,CLA108508,"CLAVOS P/CLAV.NEU. SURTEK 2"" (108508)","Alambre, malla y cercas","Alambre, malla y cercas","2""",CLA108508.webp,
CO84,CO84,CONCERTINA NAVAJA 4 PTA. A 8 MTS SURTEK (CO84),Herramienta manual,Herramienta manual,8 MTS,CO84.webp,
CRSOLS,CRSOLS,CONECTOR PARA SOLDAR (CRSOLS),Soldadura (consumibles),POR CLASIFICAR,,CRSOLS.webp,
137601,137601,CONO PRECAUCION SIN REFL 90CM (137601),Seguridad (EPP),Seguridad (EPP),90CM,137601.webp,
108106,108106,"COPLE HEMBRA 1/4"" SURTEK (108106)",Tuberia y conexiones,Tuberia y conexiones,"1/4"" 1/4",108106.webp,
HS1,HS1,CORTACIRCULOS BIMETAL URREA (HS1),Herramienta manual,Herramienta manual,,HS1.webp,
HS1-1-16,HS1-1/16,CORTACIRCULOS BIMETAL URREA (HS1-1/16),Herramienta manual,Herramienta manual,1/16,HS1-1-16.webp,
HS1-1-2,HS1-1/2,CORTACIRCULOS BIMETAL URREA (HS1-1/2),Herramienta manual,Herramienta manual,1/2,HS1-1-2.webp,
HS1-1-4,HS1-1/4,CORTACIRCULOS BIMETAL URREA (HS1-1/4),Herramienta manual,Herramienta manual,1/4,HS1-1-4.webp,
HS1-1-8,HS1-1/8,CORTACIRCULOS BIMETAL URREA (HS1-1/8),Herramienta manual,Herramienta manual,1/8,HS1-1-8.webp,
HS1-3-16,HS1-3/16,CORTACIRCULOS BIMETAL URREA (HS1-3/16),Herramienta manual,Herramienta manual,3/16,HS1-3-16.webp,
HS1-3-8,HS1-3/8,CORTACIRCULOS BIMETAL URREA (HS1-3/8),Herramienta manual,Herramienta manual,3/8,HS1-3-8.webp,
HS2-1-2,HS2-1/2,CORTACIRCULOS BIMETAL URREA (HS2-1/2),Herramienta manual,Herramienta manual,1/2,HS2-1-2.webp,
HS2-1-4,HS2-1/4,CORTACIRCULOS BIMETAL URREA (HS2-1/4),Herramienta manual,Herramienta manual,1/4,HS2-1-4.webp,
HS2-1-8,HS2-1/8,CORTACIRCULOS BIMETAL URREA (HS2-1/8),Herramienta manual,Herramienta manual,1/8,HS2-1-8.webp,
HS3,HS3,CORTACIRCULOS BIMETAL URREA (HS3),Herramienta manual,Herramienta manual,,HS3.webp,
HS7-8,HS7/8,CORTACIRCULOS BIMETAL URREA (HS7/8),Herramienta manual,Herramienta manual,7/8,HS7-8.webp,
HS2,HS2,"CORTACIRCULOS BIMETAL URREA 2 "" (HS2)",Herramienta manual,Herramienta manual,"2 """,HS2.webp,
CP115142,CP115142,"CORTAPERNOS 24"" SURTEK (115142)",Tornilleria y fijacion,Tornilleria y fijacion,"24""",CP115142.webp,
CP115144,CP115144,"CORTAPERNOS 30"" SURTEK (115144)",Tornilleria y fijacion,Tornilleria y fijacion,"30""",CP115144.webp,
115143,115143,"CORTAPERNOS 36"" SURTEK (115143)",Tornilleria y fijacion,Tornilleria y fijacion,"36""",115143.webp,
142636,142636,"CUÑA P/RASPAR CON MANGO PLASTICO 5"" (142636)",Herramienta manual,POR CLASIFICAR,"5""",142636.webp,
143106,143106,"CUTTER DE PLASTICO 6"" FOY (143106)",Herramienta manual,Herramienta manual,"6""",143106.webp,
CUTF14,CUTF14,"CUTTER DE PLASTICO 8"" SURTEK (CUTF14)",Herramienta manual,Herramienta manual,"8""",CUTF14.webp,
S7834HL,S7834HL,"DADO DE IMPACTO 6 PT 1-1/16"" SURTEK (S7834HL)",Herramienta manual,Herramienta manual,"1/16"" 1/16",S7834HL.webp,
S7840HL,S7840HL,"DADO DE IMPACTO 6 PT 1-1/4"" SURTEK (S7840HL)",Herramienta manual,Herramienta manual,"1/4"" 1/4",S7840HL.webp,
S7826HL,S7826HL,"DADO DE IMPACTO 6 PT 13/16"" SURTEK (S7826HL)",Herramienta manual,Herramienta manual,"13/16"" 13/16",S7826HL.webp,
S7828HL,S7828HL,"DADO DE IMPACTO 6 PT 7/8"" SURTEK (S7828HL)",Herramienta manual,Herramienta manual,"7/8"" 7/8",S7828HL.webp,
PCJ38,PCJ38,"DADO MAGNETICO 3/8"" SURTEK (PCJ3/8)",Herramienta manual,Herramienta manual,"3/8"" 3/8",PCJ38.webp,
DG743A,DG743A,"DESBROZADORA GAS 17""43CC(DG743A)",Herramienta electrica,Herramienta electrica,"17""",DG743A.webp,
D247,D247,"DESTORNILLADOR D/CRUZ PH 3/16"" X 4"" SURTEK (D247)",Herramienta manual,Figura ornamental,"3/16"" 4"" 3/16",D247.webp,
D202,D202,"DESTORNILLADOR PLANO 3/16"" X 4"" SURTEK (D202)",Herramienta manual,POR CLASIFICAR,"3/16"" 4"" 3/16",D202.webp,
121150,121150,DOBLADORA P/TUBO HIDRAULICA 12 TON SURTEK (121150),Tuberia y conexiones,Tuberia y conexiones,,121150.webp,
DOBTUBO,DOBTUBO,DOBLADORA PARA TUBO HIDRAULICA 16 TON. (121151),Tuberia y conexiones,Tuberia y conexiones,,DOBTUBO.webp,
114301,114301,ENGRAPADORA MANUAL 4-14MM SURTEK (114301),"Herrería, forja y herrajes",POR CLASIFICAR,14MM,114301.webp,
EE20,EE20,ESCALERA EXT. T/3 ALUM. 20 PELD.(EE20),Herramienta manual,POR CLASIFICAR,,EE20.webp,
EM212,EM212,ESCALERA MULTI.T/3 ALUM. 12 PEL.(EM212),Herramienta manual,POR CLASIFICAR,,EM212.webp,
ETT2,ETT2,ESCALERA PLEGABLE T/TAB.ACER. 2 PELDAÑO (ETT2),"Herrería, forja y herrajes",POR CLASIFICAR,,ETT2.webp,
ET4,ET4,ESCALERA TIJERA 4 PELD. 1.54 MTS SURTEK (ET4),Herramienta manual,Herramienta manual,1.54 MTS,ET4.webp,
ET5,ET5,ESCALERA TIJERA T/3 ALUM. 5 PEL. (ET5),Herramienta manual,Herramienta manual,,ET5.webp,
122280,122280,ESCUADRA CANT. AC ALT. CA. 8X12(122280),Herramienta manual,Herramienta manual,8X12,122280.webp,
ESCOM12-122254,ESCOM12-122254,"ESCUADRA COMBINADA DE 12"" (122254)",Herramienta manual,Herramienta manual,"12""",ESCOM12-122254.webp,
ESCOM12,ESCOM12,"ESCUADRA COMBINADA DE 12"" (142073)",Herramienta manual,Herramienta manual,"12""",ESCOM12.webp,
ESME10,"ESME10""","ESCUADRA METALICA DE 10"" (122252)",Herramienta manual,Herramienta manual,"10""",ESME10.webp,
ESME12,"ESME12""","ESCUADRA METALICA DE 12""  (122253)",Herramienta manual,Herramienta manual,"12""",ESME12.webp,
ESME24-122281,ESME24-122281,"ESCUADRA METALICA DE 16"" X 24"" (122281)",Herramienta manual,Herramienta manual,"16"" 24""",ESME24-122281.webp,
ESME24,ESME24,"ESCUADRA METALICA DE 16"" X 24"" (142072)",Herramienta manual,Herramienta manual,"16"" 24""",ESME24.webp,
ESME6,"ESME6""","ESCUADRA METALICA DE 6"" (122250)",Herramienta manual,Herramienta manual,"6""",ESME6.webp,
ESME8,"ESME8""","ESCUADRA METALICA DE 8"" (122251)",Herramienta manual,Herramienta manual,"8""",ESME8.webp,
ESME8X12,ESME8X12,"ESCUADRA METALICA DE 8"" X 12""(142071)",Herramienta manual,Herramienta manual,"8"" 12""",ESME8X12.webp,
ESMEF8-122264,"ESMEF8""122264","ESCUADRA METALICA FALSA  DE 8"" (122264)",Herramienta manual,Herramienta manual,"8""",ESMEF8-122264.webp,
ESC34,ESC34,"ESLINGA OJO 3"" X 4M 3 TON. SURTEK (ESC34)",Herramienta manual,Izaje y maniobra,"3"" 4M",ESC34.webp,
ESC36,ESC36,"ESLINGA OJO 3"" X 6M SURTEK (ESC36)",Herramienta manual,Izaje y maniobra,"3"" 6M",ESC36.webp,
EP243,EP243,"ESLINGA OJO 4"" X 3M URREA (EP243)",Herramienta manual,Izaje y maniobra,"4"" 3M",EP243.webp,
ESC44,ESC44,"ESLINGA OJO 4"" X 4M SURTEK (ESC44)",Herramienta manual,Izaje y maniobra,"4"" 4M",ESC44.webp,
EP242,EP242,"ESLINGA OJO 4""X 2M URREA (EP242)",Herramienta manual,Izaje y maniobra,"4"" 2M",EP242.webp,
EP244,EP244,"ESLINGA OJO 4""X 4M URREA (EP244)",Herramienta manual,Izaje y maniobra,"4"" 4M",EP244.webp,
EP246,EP246,ESLINGA OJO-OJO URREA 4X6MT.  (EP246),Herramienta manual,Izaje y maniobra,4X6 6MT,EP246.webp,
123032,123032,"ESPATULA FLEXIBLE MGO. BIMET. 2"" SURTEK (123032)",Herramienta manual,Herramienta manual,"2""",123032.webp,
123033,123033,"ESPATULA FLEXIBLE MGO. BIMET. 3"" SURTEK (123033)",Herramienta manual,Herramienta manual,"3""",123033.webp,
137504,137504,FAJA DE MALLA SURTEK T/CHICA (137504),"Alambre, malla y cercas","Alambre, malla y cercas",,137504.webp,
137507,137507,FAJA DE MALLA SURTEK T/EXTRA GRANDE (137507),"Alambre, malla y cercas","Alambre, malla y cercas",,137507.webp,
137506,137506,FAJA DE MALLA SURTEK T/GRANDE (137506),"Alambre, malla y cercas","Alambre, malla y cercas",,137506.webp,
137505,137505,FAJA DE MALLA SURTEK T/MEDIANA (137505),"Alambre, malla y cercas","Alambre, malla y cercas",,137505.webp,
137538,137538,FAJA ELASTICA REFORZADA T/CH. (137538) SURTEK,Seguridad EPP,POR CLASIFICAR,,137538.webp,
137541,137541,FAJA ELASTICA REFORZADA T/EG (137541) SURTEK,Seguridad EPP,POR CLASIFICAR,,137541.webp,
137542,137542,FAJA ELASTICA REFORZADA T/EGG (137542) SURTEK,Seguridad EPP,POR CLASIFICAR,,137542.webp,
137540,137540,FAJA ELASTICA REFORZADA T/G (137540) SURTEK,Seguridad EPP,POR CLASIFICAR,,137540.webp,
137539,137539,FAJA ELASTICA REFORZADA T/M (137539) SURTEK,Seguridad EPP,POR CLASIFICAR,,137539.webp,
FIL108103,FIL108103,FILTRO SEPARADOR AGUA Y ACEITE SURTEK(108103),Pintura y químicos,POR CLASIFICAR,,FIL108103.webp,
142132,142132,FLEXOMETRO 5 MTS. COLORES FOY (142132),Herramienta manual,Herramienta manual,5 MTS,142132.webp,
B122080,B122080,FLEXOMETRO ANTI-IMPACTO 3MTS SURTEK (B122080),Herramienta manual,Herramienta manual,3MTS,B122080.webp,
B122086,B122086,FLEXOMETRO ANTI-IMPACTO 5 MTS SURTEK (B122086),Herramienta manual,Herramienta manual,5 MTS,B122086.webp,
142063,142063,FLEXOMETRO ANTI-IMPACTO 5 MTS. FOY (142063),Herramienta manual,Herramienta manual,5 MTS,142063.webp,
B122082,B122082,FLEXOMETRO ANTI-IMPACTO 8 MT (B122082),Herramienta manual,Herramienta manual,8 MT,B122082.webp,
142126,142126,FLEXOMETRO CARC.PLASTICO ROJO 5 MT.(142126),Herramienta manual,Herramienta manual,5 MT,142126.webp,
B122074,B122074,FLEXOMETRO RUBBER GRIP 5 MTS SURTEK (B122074),Herramienta manual,Herramienta manual,5 MTS,B122074.webp,
FLEHP5A,FLEHP5A,FLEXOMETRO SURTEK  DE 5 MT.ANTI-IMP (B122081),Herramienta manual,Herramienta manual,5 MT,FLEHP5A.webp,
