cod,nom,foto,medida_raw,medida_px,factor,lado_destino,estado,detalle
PLACA16,"PLACA 5/8""",PLACA16.webp,"5/8"" 5/8",0.625,0.7906,553,ok,Guardado con lado_destino=553px (factor=0.7906)
ZR125,"RECTANGULAR  1 1/4"" X 3/4""",ZR125.webp,"1 1/4"" 3/4"" 1/4 3/4",1.0,0.5,350,ok,Guardado con lado_destino=350px (factor=0.5)
ZR175,"RECTANGULAR  1 3/4"" X 3/4""",ZR175.webp,"1 3/4"" 3/4"" 3/4",1.0,0.5,350,ok,Guardado con lado_destino=350px (factor=0.5)
ZR225,"RECTANGULAR  2 1/4"" X 3/4""",ZR225.webp,"2 1/4"" 3/4"" 1/4 3/4",2.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
ZR100,"RECTANGULAR 1"" X 1/2""",ZR100.webp,"1"" 1/2"" 1/2",1.0,0.5,350,ok,Guardado con lado_destino=350px (factor=0.5)
ZR249,"RECTANGULAR 2 1/2"" X 1 1/4""",ZR249.webp,"2 1/2"" 1 1/4"" 1/2 1/4",2.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
ZR400,"RECTANGULAR 4 X 1 1/2""",ZR400.webp,"1 1/2"" 4 X 1 1/2",4.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
ZR300,RECTANGULAR 3 X 1 1/2 C-20,ZR300.webp,3 X 1 1/2,3.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
ZR300C22,RECTANGULAR 3 X 1 1/2 C-22,ZR300C22.webp,3 X 1 1/2,3.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
ZT473X320,TABLERO 3 X 3 EN V C 20,ZT473X320.webp,C 20 3 X 3,20.0,0.9535,667,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/ZT473X320.webp
ZT473X322,TABLERO 3 X 3 EN V C 22,ZT473X322.webp,C 22 3 X 3,22.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/ZT473X322.webp
ZT473X620,TABLERO 3 X 6  EN V C20,ZT473X620.webp,C20 3 X 6,20.0,0.9535,667,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/ZT473X620.webp
ZT473X622,TABLERO 3 X 6 EN V C 22,ZT473X622.webp,C 22 3 X 6,22.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/ZT473X622.webp
ZT473X820,TABLERO 3 X 8 EN V C 20,ZT473X820.webp,C 20 3 X 8,20.0,0.9535,667,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/ZT473X820.webp
ZT473X822,TABLERO 3 X 8 EN V C22,ZT473X822.webp,C22 3 X 8,22.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/ZT473X822.webp
ZT473X1020,TABLERO 3X10 EN V C 20,ZT473X1020.webp,C 20 3X10,20.0,0.9535,667,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/ZT473X1020.webp
ZT473X1022,TABLERO 3X10 EN V C 22,ZT473X1022.webp,C 22 3X10,22.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
ZTA473X820,TABLERO ATRAV. 3 X 8 EN V C 20,ZTA473X820.webp,C 20 3 X 8,20.0,0.9535,667,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/ZTA473X820.webp
ZTA473X822,TABLERO ATRAV. 3 X 8 EN V C 22,ZTA473X822.webp,C 22 3 X 8,22.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/ZTA473X822.webp
ZTA473X1020,TABLERO ATRAV. 3X10 EN V C 20,ZTA473X1020.webp,C 20 3X10,20.0,0.9535,667,ok,Guardado con lado_destino=667px (factor=0.9535)
ZTA473X1022,TABLERO ATRAV. 3X10 EN V C 22,ZTA473X1022.webp,C 22 3X10,22.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
ZTA473X620,TABLERO ATRAVESADO DE 3 X 6 C20,ZTA473X620.webp,C20 3 X 6,20.0,0.9535,667,ok,Guardado con lado_destino=667px (factor=0.9535)
ZTA473X622,TABLERO ATRAVESADO DE 3 X 6 C22,ZTA473X622.webp,C22 3 X 6,22.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
TCEC244,TIRA P/CORT. EUROPEA C24 4.05 M,TCEC244.webp,C24 4.05 M,24.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
TCEC245,TIRA P/CORT. EUROPEA C24 5.05 M,TCEC245.webp,C24 5.05 M,24.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
TCEC246,TIRA P/CORT. EUROPEA C24 6.00 M,TCEC246.webp,C24 6.00 M,24.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
ZV154C18,VAGUETA O CANALETA C-18,ZV154C18.webp,,18.0,0.9487,664,ok,Guardado con lado_destino=664px (factor=0.9487)
ZV154,VAGUETA O CANALETA C-20,ZV154.webp,,20.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
ZP150,"ZOCLO CON CEJA 1 1/2"" X 1 1/2""",ZP150.webp,"1 1/2"" 1/2",1.0,0.5,350,ok,Guardado con lado_destino=350px (factor=0.5)
ZP200,"ZOCLO CON CEJA 2 X 1 1/2""",ZP200.webp,"1 1/2"" 2 X 1 1/2",2.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
ZP300,"ZOCLO CON CEJA 3"" X 1 1/2""",ZP300.webp,"3"" 1 1/2"" 1/2",3.0,0.866,606,ok,Guardado con lado_destino=606px (factor=0.866)
ZP400,"ZOCLO CON CEJA 4"" X 1 1/2""",ZP400.webp,"4"" 1 1/2"" 1/2",4.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
ZP015,"ZOCLO DOBLE CEJA 1 1/2"" X 1 1/2""",ZP015.webp,"1 1/2"" 1/2",1.0,0.5774,404,ok,Guardado con lado_destino=404px (factor=0.5774)
ZP030,"ZOCLO DOBLE CEJA 3"" X 1 1/2""(ZP030)",ZP030.webp,"3"" 1 1/2"" 1/2",3.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
SOLD407,"SOLERA DECOR. 3/16"" X 1"" 1/2 3MT.(20407)",SOLD407.webp,"3/16"" 1"" 3MT 3/16 1/2",3.0,0.7071,494,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/SOLD407.webp
SOLD4083M,"SOLERA DECOR. 3/16"" X 1"" 1/2 3MT.(20408)",SOLD4083M.webp,"3/16"" 1"" 3MT 3/16 1/2",3.0,0.7071,494,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/SOLD4083M.webp
SOLD4056M,"SOLERA DECOR. 3/16"" X 1"" 1/2 6MT.(20405)",SOLD4056M.webp,"3/16"" 1"" 6MT 3/16 1/2",6.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
SOLD4066M,"SOLERA DECOR. 3/16"" X 1"" 1/2 6MT.(20406)",SOLD4066M.webp,"3/16"" 1"" 6MT 3/16 1/2",6.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
SOLD4076M,"SOLERA DECOR. 3/16"" X 1"" 1/2 6MT.(20407)",SOLD4076M.webp,"3/16"" 1"" 6MT 3/16 1/2",6.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/SOLD4076M.webp
SOLD4086M,"SOLERA DECOR. 3/16"" X 1"" 1/2 6MT.(20408)",SOLD4086M.webp,"3/16"" 1"" 6MT 3/16 1/2",6.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/SOLD4086M.webp
SOLD4106M,"SOLERA DECOR. 3/16"" X 1""1/2 6MT.(20410)",SOLD4106M.webp,"3/16"" 1"" 6MT 3/16 1/2",6.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
TUCO38,"TUBO COMBINADO 1"" 1/2 1 MT.",TUCO38.webp,"1"" 1 MT 1/2",1.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
TUCO32,"TUBO COMBINADO 1"" 1/4 1 MT.",TUCO32.webp,"1"" 1 MT 1/4",1.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/TUCO32.webp
TUIN16C18MI1,"TUBO INGLES  5/8"" 1MT C-18 (10610-INGLES 1)",TUIN16C18MI1.webp,"5/8"" 1MT 5/8",1.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
TUIN16C18MI2,"TUBO INGLES  5/8"" 1MT C-18 (10611-INGLES 2)",TUIN16C18MI2.webp,"5/8"" 1MT 5/8",1.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
TUMOEXCC75,TUBO MODUL. EXT.CUA. C-18(colonial-600) (10402),TUMOEXCC75.webp,,10402.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/TUMOEXCC75.webp
TUMOEXCC75-10401,TUBO MODUL. EXT.CUA. C-18(colonial-600)(10401),TUMOEXCC75-10401.webp,,10401.0,1.0,699,ok,Guardado con lado_destino=699px (factor=1.0)
TUMOEXCM75,TUBO MODUL. EXT.CUA. C-18(maya 600),TUMOEXCM75.webp,,600.0,0.2402,168,ok,Guardado con lado_destino=168px (factor=0.2402)
TUMO38,"TUBO MODULADO O COLO. 1 1/2""",TUMO38.webp,"1 1/2"" 1/2",1.0,0.7071,494,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/TUMO38.webp
TUMO32,"TUBO MODULADO O COLO. 1 1/4""",TUMO32.webp,"1 1/4"" 1/4",1.0,0.7071,494,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/TUMO32.webp
TUMO25,"TUBO MODULADO O COLO. 1""",TUMO25.webp,"1""",1.0,0.7071,494,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/TUMO25.webp
TUMO50,"TUBO MODULADO O COLO. 2""",TUMO50.webp,"2""",2.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/TUMO50.webp
TUMO19,"TUBO MODULADO O COLO. 3/4""",TUMO19.webp,"3/4"" 3/4",0.75,0.6124,428,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/TUMO19.webp
TUTRE38,"TUBO TRENZADO 1 1/2""",TUTRE38.webp,"1 1/2"" 1/2",1.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
TUTRE32,"TUBO TRENZADO 1 1/4""",TUTRE32.webp,"1 1/4"" 1/4",1.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
TUTRE25,"TUBO TRENZADO 1""",TUTRE25.webp,"1""",1.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
TUTRE13,"TUBO TRENZADO 1/2""",TUTRE13.webp,"1/2"" 1/2",0.5,0.5,350,ok,Guardado con lado_destino=350px (factor=0.5)
TUTRE50,"TUBO TRENZADO 2""",TUTRE50.webp,"2""",2.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
TUTRE19,"TUBO TRENZADO 3/4""",TUTRE19.webp,"3/4"" 3/4",0.75,0.6124,428,ok,Guardado con lado_destino=428px (factor=0.6124)
PASOLE200,PLANTA P/SOLD. ELITE  200 AMP. 110/220V(SI7200DV),PASOLE200.webp,110/220,0.5,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
PASOLE220,PLANTA P/SOLD. ELITE  220 AMP. 110/220V,PASOLE220.webp,110/220,0.5,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
PASOLS2650,PLANTA P/SOLD. SWEISS (SKYARC2650) 260A 110/220V,PASOLS2650.webp,110/220,0.5,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
PASOLS153N,PLANTA P/SOLD. SWEISS 155A 110/220V,PASOLS153N.webp,110/220,0.5,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
PASOLS172C,PLANTA P/SOLD. SWEISS 170A 110/220V,PASOLS172C.webp,110/220,0.5,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
WS235,ACEITE AFLOJATODO 235 ML SURTEK (WS235),WS235.webp,,235.0,0.7665,536,ok,Guardado con lado_destino=536px (factor=0.7665)
WS400,ACEITE AFLOJATODO 400 ML SURTEK (WS400),WS400.webp,,400.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
U40B,ACEITE AFLOJATODO DIEL 235 ML (U40B),U40B.webp,,235.0,0.7665,536,ok,Guardado con lado_destino=536px (factor=0.7665)
U40,ACEITE AFLOJATODO DIEL 400 ML (U40),U40.webp,,400.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
AES304,AEROSOL GRIS CLARO 300 ML SURTEK (AES304),AES304.webp,,304.0,0.8643,604,ok,Guardado con lado_destino=604px (factor=0.8643)
AES407,AEROSOL GRIS CLARO 400ML SURTEK (AES407),AES407.webp,,407.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
114200,BOLSA CINCHO PLASTICO 100 PZAS SURTEK 114200,114200.webp,,114200.0,1.0,699,ok,Guardado con lado_destino=699px (factor=1.0)
114204,BOLSA CINCHO PLASTICO 50 PZAS SURTEK 114204,114204.webp,,114204.0,1.0,699,ok,Guardado con lado_destino=699px (factor=1.0)
114208,BOLSA CINCHO PLASTICO 50 PZAS SURTEK 114208,114208.webp,,114208.0,1.0,699,ok,Guardado con lado_destino=699px (factor=1.0)
114210,BOLSA CINCHO PLASTICO 50 PZAS SURTEK 114210,114210.webp,,114210.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
114203,BOLSA CINCHO PLASTICO NGO 100 PZAS SURTEK 114203,114203.webp,,114203.0,0.9999,699,ok,Guardado con lado_destino=699px (factor=0.9999)
114215,BOLSA CINCHO PLASTICO NGO 25 PZAS SURTEK 114215,114215.webp,,114215.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
114205,BOLSA CINCHO PLASTICO NGO 50 PZAS SURTEK 114205,114205.webp,,114205.0,1.0,699,ok,Guardado con lado_destino=699px (factor=1.0)
114209,BOLSA CINCHO PLASTICO NGO 50 PZAS SURTEK 114209,114209.webp,,114209.0,1.0,699,ok,Guardado con lado_destino=699px (factor=1.0)
114211,BOLSA CINCHO PLASTICO NGO 50 PZAS SURTEK 114211,114211.webp,,114211.0,1.0,699,ok,Guardado con lado_destino=699px (factor=1.0)
114213,BOLSA CINCHO PLASTICO NGO 50 PZAS SURTEK 114213,114213.webp,,114213.0,1.0,699,ok,Guardado con lado_destino=699px (factor=1.0)
BSR3/4,"BROCA COBALTO ALT.VEL.3/4"" SURTEK(BSR3/4)",BSR3-4.webp,"3/4"" 3/4",0.75,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BSR5/8,"BROCA COBALTO ALT.VEL.5/8"" SURTEK(BSR5/8)",BSR5-8.webp,"5/8"" 5/8",0.625,0.9129,639,ok,Guardado con lado_destino=639px (factor=0.9129)
BCO1/2,BROCA COBALTO U/IND. 1/2 URREA (BCO1/2),BCO1-2.webp,1/2,0.5,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BCO1/4,BROCA COBALTO U/IND. 1/4 URREA (BCO1/4),BCO1-4.webp,1/4,0.25,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BCO1/8,BROCA COBALTO U/IND. 1/8 URREA (BCO1/8),BCO1-8.webp,1/8,0.125,0.5,350,ok,Guardado con lado_destino=350px (factor=0.5)
BCO3/16,BROCA COBALTO U/IND. 3/16 URREA (BCO3/16),BCO3-16.webp,3/16,0.1875,0.6124,428,ok,Guardado con lado_destino=428px (factor=0.6124)
BCO3/8,BROCA COBALTO U/IND. 3/8 URREA (BCO3/8),BCO3-8.webp,3/8,0.375,0.866,606,ok,Guardado con lado_destino=606px (factor=0.866)
BCO5/16,BROCA COBALTO U/IND. 5/16 URREA (BCO5/16),BCO5-16.webp,5/16,0.3125,0.7906,553,ok,Guardado con lado_destino=553px (factor=0.7906)
BROESC119374,"BROCA ESCALONADA 1/4"" A 1 3/8"" (119374)",BROESC119374.webp,"1/4"" 1 3/8"" 1/4 3/8",1.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BROESC119372,"BROCA ESCALONADA 1/4"" A 3/4"" (119372)",BROESC119372.webp,"1/4"" 3/4"" 1/4 3/4",0.75,0.866,606,ok,Guardado con lado_destino=606px (factor=0.866)
BROESC119370,"BROCA ESCALONADA 1/8"" A 1/2"" (119370)",BROESC119370.webp,"1/8"" 1/2"" 1/8 1/2",0.5,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BROESC119373,"BROCA ESCALONADA 3/16"" A 7/8"" (119373)",BROESC119373.webp,"3/16"" 7/8"" 3/16 7/8",0.875,0.9354,654,ok,Guardado con lado_destino=654px (factor=0.9354)
BRO119173,"BROCA P/CONCRETO 1"" X 12"" (119173)",BRO119173.webp,"1"" 12""",12.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BRO119164,"BROCA P/CONCRETO 1/2"" X 12"" (119164)",BRO119164.webp,"1/2"" 12"" 1/2",12.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BRO119163,"BROCA P/CONCRETO 1/2"" X 6"" (119163)",BRO119163.webp,"1/2"" 6"" 1/2",6.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BRO119158,"BROCA P/CONCRETO 1/4"" X 12"" (119158)",BRO119158.webp,"1/4"" 12"" 1/4",12.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BRO119156,"BROCA P/CONCRETO 1/4"" X 4"" (119156)",BRO119156.webp,"1/4"" 4"" 1/4",4.0,0.5774,404,ok,Guardado con lado_destino=404px (factor=0.5774)
BRO119157,"BROCA P/CONCRETO 1/4"" X 6"" (119157)",BRO119157.webp,"1/4"" 6"" 1/4",6.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BRO119154,"BROCA P/CONCRETO 3/16"" X 6"" (119154)",BRO119154.webp,"3/16"" 6"" 3/16",6.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BRO119168,"BROCA P/CONCRETO 3/4"" X 12"" (119168)",BRO119168.webp,"3/4"" 12"" 3/4",12.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BRO119167,"BROCA P/CONCRETO 3/4"" X 6"" (119167)",BRO119167.webp,"3/4"" 6"" 3/4",6.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BRO119162,"BROCA P/CONCRETO 3/8"" X 12"" (119162)",BRO119162.webp,"3/8"" 12"" 3/8",12.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BRO119161,"BROCA P/CONCRETO 3/8"" X 6"" (119161)",BRO119161.webp,"3/8"" 6"" 3/8",6.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BRO119159,"BROCA P/CONCRETO 5/16"" X 4"" (119159)",BRO119159.webp,"5/16"" 4"" 5/16",4.0,0.5774,404,ok,Guardado con lado_destino=404px (factor=0.5774)
BRO119170,"BROCA P/CONCRETO 5/16"" X 6"" (119170)",BRO119170.webp,"5/16"" 6"" 5/16",6.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BRO119166,"BROCA P/CONCRETO 5/8"" X 12"" (119166)",BRO119166.webp,"5/8"" 12"" 5/8",12.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BRO119165,"BROCA P/CONCRETO 5/8"" X 6"" (119165)",BRO119165.webp,"5/8"" 6"" 5/8",6.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BRO119171,"BROCA P/CONCRETO 7/8"" X 6"" (119171)",BRO119171.webp,"7/8"" 6"" 7/8",6.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BSDS1/2X12,"BROCA P/CONCRETO SDS URREA 1/2"" X 12"" (BSDS1/2X12)",BSDS1-2X12.webp,"1/2"" 12"" 2X12 1/2",12.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BSDS1/2X6,"BROCA P/CONCRETO SDS URREA 1/2"" X 6"" (BSDS1/2X6)",BSDS1-2X6.webp,"1/2"" 6"" 2X6 1/2",6.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BSDS3/8X12,"BROCA P/CONCRETO SDS URREA 3/8"" X 12"" (BSDS3/8X12)",BSDS3-8X12.webp,"3/8"" 12"" 8X12 3/8",12.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BSDS3/8X6,"BROCA P/CONCRETO SDS URREA 3/8"" X 6"" (BSDS3/8X6)",BSDS3-8X6.webp,"3/8"" 6"" 8X6 3/8",8.0,0.8165,571,ok,Guardado con lado_destino=571px (factor=0.8165)
BSDS5/8X12,"BROCA P/CONCRETO SDS URREA 5/8"" X 12"" (BSDS5/8X12)",BSDS5-8X12.webp,"5/8"" 12"" 8X12 5/8",12.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BSDS5/8X6,"BROCA P/CONCRETO SDS URREA 5/8"" X 6"" (BSDS5/8X6)",BSDS5-8X6.webp,"5/8"" 6"" 8X6 5/8",8.0,0.8165,571,ok,Guardado con lado_destino=571px (factor=0.8165)
BCN3812,"BROCA P/CONCRETO URREA 3/8"" X 12"" (BCN3812)",BCN3812.webp,"3/8"" 12"" 3/8",12.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BCN386,"BROCA P/CONCRETO URREA 3/8"" X 6"" (BCN386)",BCN386.webp,"3/8"" 6"" 3/8",6.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BCN51612,"BROCA P/CONCRETO URREA 5/16"" X 12"" (BCN51612)",BCN51612.webp,"5/16"" 12"" 5/16",12.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BCN5166,"BROCA P/CONCRETO URREA 5/16"" X 6"" (BCN5166)",BCN5166.webp,"5/16"" 6"" 5/16",6.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BCN586,"BROCA P/CONCRETO URREA 5/8"" X 6"" (BCN586)",BCN586.webp,"5/8"" 6"" 5/8",6.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BROCON1X12,"BROCA PARA CONCRETO 1"" X 12"" (119221)SDS",BROCON1X12.webp,"1"" 12""",12.0,0.8165,571,ok,Guardado con lado_destino=571px (factor=0.8165)
BROCON1/2X12,"BROCA PARA CONCRETO 1/2"" X 12"" (119214)SDS",BROCON1-2X12.webp,"1/2"" 12"" 1/2",12.0,0.8165,571,ok,Guardado con lado_destino=571px (factor=0.8165)
BROCON1/2X6,"BROCA PARA CONCRETO 1/2"" X 6""  (119213)SDS",BROCON1-2X6.webp,"1/2"" 6"" 1/2",6.0,0.5774,404,ok,Guardado con lado_destino=404px (factor=0.5774)
BROCON1/4X12,"BROCA PARA CONCRETO 1/4"" X 12"" (119206)SDS",BROCON1-4X12.webp,"1/4"" 12"" 1/4",12.0,0.8165,571,ok,Guardado con lado_destino=571px (factor=0.8165)
BROCON1/4X4,"BROCA PARA CONCRETO 1/4"" X 4""(119204)SDS",BROCON1-4X4.webp,"1/4"" 4"" 1/4",4.0,0.4714,329,ok,Guardado con lado_destino=329px (factor=0.4714)
BROCON3/4X12,"BROCA PARA CONCRETO 3/4"" X 12"" (119219)SDS",BROCON3-4X12.webp,"3/4"" 12"" 3/4",12.0,0.8165,571,ok,Guardado con lado_destino=571px (factor=0.8165)
BROCON3/4X6,"BROCA PARA CONCRETO 3/4"" X 6"" (119218)SDS",BROCON3-4X6.webp,"3/4"" 6"" 3/4",6.0,0.5774,404,ok,Guardado con lado_destino=404px (factor=0.5774)
BROCON3/8X12,"BROCA PARA CONCRETO 3/8"" X 12"" (119211)SDS",BROCON3-8X12.webp,"3/8"" 12"" 3/8",12.0,0.8165,571,ok,Guardado con lado_destino=571px (factor=0.8165)
BROCON3/8X18,"BROCA PARA CONCRETO 3/8"" X 18"" (119212)SDS",BROCON3-8X18.webp,"3/8"" 18"" 3/8",18.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BROCON3/8X6,"BROCA PARA CONCRETO 3/8"" X 6""(119210)SDS",BROCON3-8X6.webp,"3/8"" 6"" 3/8",6.0,0.5774,404,ok,Guardado con lado_destino=404px (factor=0.5774)
BROCON5/16X12,"BROCA PARA CONCRETO 5/16"" X 12""(119209)SDS",BROCON5-16X12.webp,"5/16"" 12"" 5/16",12.0,0.8165,571,ok,Guardado con lado_destino=571px (factor=0.8165)
BROCON5/16X6,"BROCA PARA CONCRETO 5/16"" X 6 (119208)SDS",BROCON5-16X6.webp,"5/16"" 5/16",0.3125,0.1318,150,ok,Guardado con lado_destino=150px (factor=0.1318)
BROCON5/8X12,"BROCA PARA CONCRETO 5/8"" X 12""(119217)SDS",BROCON5-8X12.webp,"5/8"" 12"" 5/8",12.0,0.8165,571,ok,Guardado con lado_destino=571px (factor=0.8165)
BROCON5/8X6,"BROCA PARA CONCRETO 5/8"" X 6"" (119216)SDS",BROCON5-8X6.webp,"5/8"" 6"" 5/8",6.0,0.5774,404,ok,Guardado con lado_destino=404px (factor=0.5774)
BRO119160,"BROCA PARA CONCRETO 5/16"" X 12"" (119160)",BRO119160.webp,"5/16"" 12"" 5/16",12.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BROCON7/8X12,"BROCA PARA CONCRETO 7/8"" X 12"" (119220)",BROCON7-8X12.webp,"7/8"" 12"" 7/8",12.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
142652,"BROCHA MANGO PLASTICO 1 1/2"" FOY (142652)",142652.webp,"1 1/2"" 1/2",1.0,0.4082,285,ok,Guardado con lado_destino=285px (factor=0.4082)
142651,"BROCHA MANGO PLASTICO 1"" FOY (142651)",142651.webp,"1""",1.0,0.4082,285,ok,Guardado con lado_destino=285px (factor=0.4082)
142650,"BROCHA MANGO PLASTICO 1/2"" FOY (142650)",142650.webp,"1/2"" 1/2",0.5,0.2887,202,ok,Guardado con lado_destino=202px (factor=0.2887)
142654,"BROCHA MANGO PLASTICO 2 1/2""  FOY (142654)",142654.webp,"2 1/2"" 1/2",2.0,0.5774,404,ok,Guardado con lado_destino=404px (factor=0.5774)
