cod,nom,foto,medida_raw,medida_px,factor,lado_destino,estado,detalle
CHAD6657,CHAPA DEXTER MANIJA L/ANTIGUO (6657),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6657-1785370265246.webp,,6657.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6657-1785370265246.webp
CHAD6641,CHAPA DEXTER MANIJA L/BRILLANTE (6641),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6641-1785370334275.webp,,6641.0,0.9937,695,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6641-1785370334275.webp
CHAD6659,CHAPA DEXTER MANIJA L/BRILLANTE (6659),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6659-1785370302959.webp,,6659.0,0.9951,696,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6659-1785370302959.webp
CHAD6724,CHAPA DEXTER MANIJA L/BRILLANTE (6724),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6724-1785370112305.webp,,6724.0,0.9999,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6724-1785370112305.webp
CHAD6725,CHAPA DEXTER MANIJA L/BRILLANTE (6725),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6725-1785370161376.webp,,6725.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6725-1785370161376.webp
CHAD5826,CHAPA DEXTER MANIJA ONIX C/LLAVE (5826),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD5826-1785370379860.webp,,5826.0,0.9998,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD5826-1785370379860.webp
CHAD5828,CHAPA DEXTER MANIJA ONIX C/LLAVE (5828),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD5828-1785370469439.webp,,5828.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD5828-1785370469439.webp
CHAD2064,CHAPA DEXTER P/PERFILES DE ALUM. (2064),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD2064-1785371529672.webp,,2064.0,0.9993,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD2064-1785371529672.webp
CHAD2066,CHAPA DEXTER P/PERFILES DE ALUM. (2066),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD2066-1785371635573.webp,,2066.0,0.9998,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD2066-1785371635573.webp
CHAD2067,CHAPA DEXTER P/PERFILES DE ALUM. (2067),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD2067-1785371518200.webp,,2067.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD2067-1785371518200.webp
CHAD6496,CHAPA DEXTER P/VITRINA CR (6496),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6496-1785371795804.webp,,6496.0,0.9709,679,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6496-1785371795804.webp
CHAD6891,CHAPA DEXTER P/VITRINA CR (6891),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6891-1785371824961.webp,,6891.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6891-1785371824961.webp
CHAD6838,CHAPA DEXTER PARA CAJON CR (6838),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6838-1785371865555.webp,,6838.0,0.9999,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6838-1785371865555.webp
CHAD6840,CHAPA DEXTER PARA CAJON CR (6840),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6840-1785371871523.webp,,6840.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6840-1785371871523.webp
CHAD6603,CHAPA DEXTER PERILLA BARZA (6603),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6603-1785371977126.webp,,6603.0,0.9785,684,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6603-1785371977126.webp
CHAD6604,CHAPA DEXTER PERILLA BARZA (6604),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6604-1785372046060.webp,,6604.0,0.9785,684,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6604-1785372046060.webp
CHAD6605,CHAPA DEXTER PERILLA BARZA (6605),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6605-1785372012359.webp,,6605.0,0.9786,685,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6605-1785372012359.webp
CHAD6617,CHAPA DEXTER PERILLA BARZA (6617),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6617-1785372052372.webp,,6617.0,0.9795,685,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6617-1785372052372.webp
CHAD6625,CHAPA DEXTER PERILLA BARZA (6625),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6625-1785372113575.webp,,6625.0,0.9801,686,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6625-1785372113575.webp
CHAD6683,CHAPA DEXTER PERILLA BARZA (6683),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6683-1785372146604.webp,,6683.0,0.9844,689,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6683-1785372146604.webp
CHAD6804,CHAPA DEXTER PERILLA BARZA (6804),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6804-1785372223405.webp,,6804.0,0.9932,695,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6804-1785372223405.webp
CHAD6813,CHAPA DEXTER PERILLA BARZA (6813),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6813-1785372342358.webp,,6813.0,0.9939,695,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6813-1785372342358.webp
CHAD6834,CHAPA DEXTER PERILLA BARZA (6834),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6834-1785372419480.webp,,6834.0,0.9954,696,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6834-1785372419480.webp
CHAD6897,CHAPA DEXTER PERILLA BARZA (6897),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6897-1785372449448.webp,,6897.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6897-1785372449448.webp
CHAD6626,CHAPA DEXTER PERILLA NIZA (6626),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6626-1785372675154.webp,,6626.0,0.9845,689,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6626-1785372675154.webp
CHAD6820,CHAPA DEXTER PERILLA NIZA (6820),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6820-1785372810863.webp,,6820.0,0.9988,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6820-1785372810863.webp
CHAD6824,CHAPA DEXTER PERILLA NIZA (6824),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6824-1785372885177.webp,,6824.0,0.9991,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6824-1785372885177.webp
CHAD6826,CHAPA DEXTER PERILLA NIZA (6826),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6826-1785372964453.webp,,6826.0,0.9993,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6826-1785372964453.webp
CHAD6835,CHAPA DEXTER PERILLA NIZA (6835),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6835-1785373037388.webp,,6835.0,0.9999,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6835-1785373037388.webp
CHAD6836,CHAPA DEXTER PERILLA NIZA (6836),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6836-1785373055403.webp,,6836.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6836-1785373055403.webp
CHA6755,CHAPA DEXTER RESIDENCIAL GENOVA  (6755),CHA6755.webp,,6755.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
CHA4188,CHAPA DEXTER RESIDENCIAL GENOVA (4188),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHA4188-1785373243889.webp,,4188.0,0.7874,551,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHA4188-1785373243889.webp
CHAD4189,CHAPA DEXTER RESIDENCIAL GENOVA (4189),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD4189-1785373267598.webp,,4189.0,0.7875,551,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD4189-1785373267598.webp
CHA4190,CHAPA DEXTER RESIDENCIAL GENOVA (4190),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHA4190-1785373297426.webp,,4190.0,0.7876,551,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHA4190-1785373297426.webp
CHA4187,CHAPA DEXTER RESIDENCIAL TRIPOLI (4187),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHA4187-1785373405113.webp,,4187.0,0.7874,551,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHA4187-1785373405113.webp
CHA4191,CHAPA DEXTER RESIDENCIAL TRIPOLI (4191),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHA4191-1785373431850.webp,,4191.0,0.7877,551,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHA4191-1785373431850.webp
CHAD4186,CHAPA DEXTER RESIDENCIAL TRIPOLI(4186),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD4186-1785373473007.webp,,4186.0,0.7873,551,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD4186-1785373473007.webp
CHAD6754,CHAPA DEXTER RESIDENCIAL TRIPOLI(6754),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6754-1785373508727.webp,,6754.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6754-1785373508727.webp
CHADX300,CHAPA P/ALUM. DEXTER X300 C/GANCHO (2019),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHADX300-1785373697459.webp,,2019.0,0.9995,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHADX300-1785373697459.webp
CHAD2020,CHAPA P/ALUM. DEXTER X300 C/GANCHO (2020),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD2020-1785373636248.webp,,2020.0,0.9998,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD2020-1785373636248.webp
CHAD2021,CHAPA P/ALUM. DEXTER X300 C/GANCHO (2021),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD2021-1785373714094.webp,,2021.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD2021-1785373714094.webp
CHAX2016,CHAPA P/ALUM. DEXTER X300 D/PALETA (2016),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAX2016-1785373762138.webp,,2016.0,0.9995,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAX2016-1785373762138.webp
CHAX3002017,CHAPA P/ALUM. DEXTER X300 D/PALETA (2017),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAX3002017-1785373777614.webp,,2017.0,0.9998,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAX3002017-1785373777614.webp
CHAX3002018,CHAPA P/ALUM. DEXTER X300 D/PALETA (2018),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAX3002018-1785373792678.webp,,2018.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAX3002018-1785373792678.webp
CPTAD6752,CIERRA PUERTA DEXTER HIDRAU. 2 VALV AN 6752,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CPTAD6752-1785373849266.webp,,6752.0,0.9999,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CPTAD6752-1785373849266.webp
CPTAD6753,CIERRA PUERTA DEXTER HIDRAU. 2 VALV AN 6753,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CPTAD6753-1785373862032.webp,,6753.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CPTAD6753-1785373862032.webp
JAL-2211,"JALADERA PARA PUERTA TIPO ""C"" (2211)DEXTER",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/JAL-2211-1785374001288.webp,,2211.0,0.9998,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/JAL-2211-1785374001288.webp
JAL-2212,"JALADERA PARA PUERTA TIPO ""C"" (2212)DEXTER",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/JAL-2212-1785374066168.webp,,2212.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/JAL-2212-1785374066168.webp
NLB-0-4073,"NUMERO DE LATON B. DE 4"" # ""0""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/NLB-0-4073-1785374445534.webp,"4"" 0""",4.0,0.6667,466,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/NLB-0-4073-1785374445534.webp
NLB-1-4074,"NUMERO DE LATON B. DE 4"" # ""1""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/NLB-1-4074-1785374422531.webp,"4"" 1""",4.0,0.6667,466,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/NLB-1-4074-1785374422531.webp
NLB-0-4075,"NUMERO DE LATON B. DE 4"" # ""2""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/NLB-0-4075-1785374508253.webp,"4"" 2""",4.0,0.6667,466,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/NLB-0-4075-1785374508253.webp
NLB-3-4076,"NUMERO DE LATON B. DE 4"" # ""3""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/NLB-3-4076-1785374582386.webp,"4"" 3""",4.0,0.6667,466,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/NLB-3-4076-1785374582386.webp
NLB-4-4077,"NUMERO DE LATON B. DE 4"" # ""4""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/NLB-4-4077-1785374637767.webp,"4""",4.0,0.6667,466,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/NLB-4-4077-1785374637767.webp
NLB-5-4078,"NUMERO DE LATON B. DE 4"" # ""5""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/NLB-5-4078-1785374709646.webp,"4"" 5""",5.0,0.7454,521,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/NLB-5-4078-1785374709646.webp
NLB-6-4079,"NUMERO DE LATON B. DE 4"" # ""6""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/NLB-6-4079-1785374728077.webp,"4"" 6""",6.0,0.8165,571,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/NLB-6-4079-1785374728077.webp
NLB-0-4080,"NUMERO DE LATON B. DE 4"" # ""7""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/NLB-0-4080-1785374749863.webp,"4"" 7""",7.0,0.8819,617,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/NLB-0-4080-1785374749863.webp
