"﻿""proveedor""",codigo,descripcion,categoria,tipo,medidas
"ABRASIVOS ESPECIALES, S.A DE C.V",398,"PUNTA MONTADA 398  DE 1/4""X 1""  TIPO A-15",Soldadura y abrasivos,Abrasivos / Discos,"1/4"" 1"" 1/4"
"ABRASIVOS ESPECIALES, S.A DE C.V",405,"PUNTA MONTADA 405  DE 1 1/2"" X3/8""  TIPO A-36",Soldadura y abrasivos,Abrasivos / Discos,"1 1/2"" 3/8"" 1/2 3/8"
"ABRASIVOS ESPECIALES, S.A DE C.V",406,"PUNTA MONTADA 406  DE1 1/4""  X  1/4 TIPO A-37",Soldadura y abrasivos,Abrasivos / Discos,"1 1/4"" 1/4"
"ABRASIVOS ESPECIALES, S.A DE C.V",902,"RUEDA FLAP 902 DE 1"" X  1/2"" GRANO 80",Soldadura y abrasivos,Abrasivos / Discos,"1"" 1/2"" 1/2"
"ABRASIVOS ESPECIALES, S.A DE C.V",906,"RUEDA FLAP 906 DE 1"" X 1"" GRANO 80",Soldadura y abrasivos,Abrasivos / Discos,"1"""
"ABRASIVOS ESPECIALES, S.A DE C.V",910,"RUEDA FLAP 910 DE 2"" X 1/2"" GRANO 80",Soldadura y abrasivos,Abrasivos / Discos,"2"" 1/2"" 1/2"
"ABRASIVOS ESPECIALES, S.A DE C.V",919,"RUEDA FLAP 919 DE 2"" X 1"" GRANO 80",Soldadura y abrasivos,Abrasivos / Discos,"2"" 1"""
"ABRASIVOS ESPECIALES, S.A DE C.V",923,"RUEDA FLAP 923 DE 3"" X 1/2"" GRANO 80",Soldadura y abrasivos,Abrasivos / Discos,"3"" 1/2"" 1/2"
"ABRASIVOS ESPECIALES, S.A DE C.V",930,"RUEDA FLAP 930 DE 3"" X 1"" GRANO 80",Soldadura y abrasivos,Abrasivos / Discos,"3"" 1"""
"ABRASIVOS ESPECIALES, S.A DE C.V",934,"RUEDA FLAP 934  DE 2"" X1 1/2"" GRANO 80",Soldadura y abrasivos,Abrasivos / Discos,"2"" 1 1/2"" 1/2"
"ACEROS CORSA, S.A DE C.V",A6X38,"ANGULO 1/4 X 1 1/2""",Macizos,Angulo,"1 1/2"" 4 X 1 1/4 1/2"
"ACEROS CORSA, S.A DE C.V",A6X32,"ANGULO 1/4 X 1 1/4""",Macizos,Angulo,"1 1/4"" 4 X 1 1/4"
"ACEROS CORSA, S.A DE C.V",A6X50,"ANGULO 1/4 X 2""",Macizos,Angulo,"2"" 4 X 2 1/4"
"ACEROS CORSA, S.A DE C.V",A6X100,"ANGULO 1/4 X 4""",Macizos,Angulo,"4"" 4 X 4 1/4"
"ACEROS CORSA, S.A DE C.V",A6X64,"ANGULO 1/4"" X 2"" 1/2",Macizos,Angulo,"1/4"" 2"" 1/4 1/2"
"ACEROS CORSA, S.A DE C.V",A6X75,"ANGULO 1/4"" X 3""",Macizos,Angulo,"1/4"" 3"" 1/4"
"ACEROS CORSA, S.A DE C.V",A3X38L,"ANGULO 1/8"" X 1 1/2"" LIGERO",Macizos,Angulo,"1/8"" 1 1/2"" 1/8 1/2"
"ACEROS CORSA, S.A DE C.V",A3X25L,"ANGULO 1/8"" X 1"" LIGERO",Macizos,Angulo,"1/8"" 1"" 1/8"
"ACEROS CORSA, S.A DE C.V",A3X25P,"ANGULO 1/8"" X 1"" PESADO",Macizos,Angulo,"1/8"" 1"" 1/8"
"ACEROS CORSA, S.A DE C.V",A3X32L,"ANGULO 1/8"" X 1""1/4 LIGERO",Macizos,Angulo,"1/8"" 1"" 1/8 1/4"
"ACEROS CORSA, S.A DE C.V",A3X50L,"ANGULO 1/8"" X 2""",Macizos,Angulo,"1/8"" 2"" 1/8"
"ACEROS CORSA, S.A DE C.V",A3X19,"ANGULO 1/8"" X 3/4""",Macizos,Angulo,"1/8"" 3/4"" 1/8 3/4"
"ACEROS CORSA, S.A DE C.V",A5X38,"ANGULO 3/16"" X 1 1/2""",Macizos,Angulo,"3/16"" 1 1/2"" 3/16 1/2"
"ACEROS CORSA, S.A DE C.V",A5X32,"ANGULO 3/16"" X 1 1/4""",Macizos,Angulo,"3/16"" 1 1/4"" 3/16 1/4"
"ACEROS CORSA, S.A DE C.V",A5X44,"ANGULO 3/16"" X 1 3/4""",Macizos,Angulo,"3/16"" 1 3/4"" 3/16 3/4"
"ACEROS CORSA, S.A DE C.V",A5X25,"ANGULO 3/16"" X 1""",Macizos,Angulo,"3/16"" 1"" 3/16"
"ACEROS CORSA, S.A DE C.V",A5X50,"ANGULO 3/16"" X 2""",Macizos,Angulo,"3/16"" 2"" 3/16"
"ACEROS CORSA, S.A DE C.V",A5X64,"ANGULO 3/16"" X 2""1/2",Macizos,Angulo,"3/16"" 2"" 3/16 1/2"
"ACEROS CORSA, S.A DE C.V",CANAL150,"CANAL ""U ""6"" 6.10 (12.2 KG/MT)",Perfiles estructurales,Perfiles estructurales,"6"""
"ACEROS CORSA, S.A DE C.V",CANALU75-5.3KG/MTS,"CANAL ""U"" 3"" 6.10 (5.30KG/MTS)",Perfiles estructurales,Perfiles estructurales,"3"""
"ACEROS CORSA, S.A DE C.V",CANALU75,"CANAL ""U"" 3"" 6.10 (6.03 KG/ML)",Perfiles estructurales,Perfiles estructurales,"3"""
"ACEROS CORSA, S.A DE C.V",CANALUL,"CANAL ""U"" 4"" 6.10 MTS.(6.70 KG/ML)",Perfiles estructurales,Perfiles estructurales,"4"" 6.10 MTS"
"ACEROS CORSA, S.A DE C.V",CANALU100,"CANAL ""U"" 4"" 6.10 MTS.(8.19 KG/ML)",Perfiles estructurales,Perfiles estructurales,"4"" 6.10 MTS"
"ACEROS CORSA, S.A DE C.V",CANALU,"CANAL ""U"" 6"" (15.63KG./MTS)",Perfiles estructurales,Perfiles estructurales,"6"""
"ACEROS CORSA, S.A DE C.V",CT13,"CARAMELO 1/2""",Perfiles estructurales,Caramelo,"1/2"" 1/2"
"ACEROS CORSA, S.A DE C.V",CT10,"CARAMELO 3/8""",Perfiles estructurales,Caramelo,"3/8"" 3/8"
"ACEROS CORSA, S.A DE C.V",CT16,"CARAMELO 5/8""",Perfiles estructurales,Caramelo,"5/8"" 5/8"
"ACEROS CORSA, S.A DE C.V",CL38,"CUADRADO 1 1/2"" MACIZO",Macizos,Cuadrado,"1 1/2"" 1/2"
"ACEROS CORSA, S.A DE C.V",CL32,"CUADRADO 1 1/4"" MACIZO",Macizos,Cuadrado,"1 1/4"" 1/4"
"ACEROS CORSA, S.A DE C.V",CL25,"CUADRADO 1"" MACIZO",Macizos,Cuadrado,"1"""
"ACEROS CORSA, S.A DE C.V",CL13,"CUADRADO 1/2""",Macizos,Cuadrado,"1/2"" 1/2"
"ACEROS CORSA, S.A DE C.V",CL6,"CUADRADO 1/4""",Macizos,Cuadrado,"1/4"" 1/4"
"ACEROS CORSA, S.A DE C.V",CL50,"CUADRADO 2"" MACIZO",Macizos,Cuadrado,"2"""
"ACEROS CORSA, S.A DE C.V",CL19,"CUADRADO 3/4""",Macizos,Cuadrado,"3/4"" 3/4"
"ACEROS CORSA, S.A DE C.V",CL10,"CUADRADO 3/8""",Macizos,Cuadrado,"3/8"" 3/8"
"ACEROS CORSA, S.A DE C.V",CL16,"CUADRADO 5/8""",Macizos,Cuadrado,"5/8"" 5/8"
"ACEROS CORSA, S.A DE C.V",CUAE,CUADRADO ESTRELLA,Macizos,Cuadrado,
"ACEROS CORSA, S.A DE C.V",RED25,"REDONDO 1""",Macizos,Redondo,"1"""
"ACEROS CORSA, S.A DE C.V",RED13,"REDONDO 1/2""",Macizos,Redondo,"1/2"" 1/2"
"ACEROS CORSA, S.A DE C.V",RED6,"REDONDO 1/4""",Macizos,Redondo,"1/4"" 1/4"
"ACEROS CORSA, S.A DE C.V",RED5,"REDONDO 3/16""",Macizos,Redondo,"3/16"" 3/16"
"ACEROS CORSA, S.A DE C.V",RED19,"REDONDO 3/4""",Macizos,Redondo,"3/4"" 3/4"
"ACEROS CORSA, S.A DE C.V",RED10,"REDONDO 3/8""",Macizos,Redondo,"3/8"" 3/8"
"ACEROS CORSA, S.A DE C.V",RED8,"REDONDO 5/16""",Macizos,Redondo,"5/16"" 5/16"
"ACEROS CORSA, S.A DE C.V",RED16,"REDONDO 5/8""",Macizos,Redondo,"5/8"" 5/8"
"ACEROS CORSA, S.A DE C.V",RED38,"REDONDO DE 1 1/2""",Macizos,Redondo,"1 1/2"" 1/2"
"ACEROS CORSA, S.A DE C.V",RED32,"REDONDO DE 1 1/4""",Macizos,Redondo,"1 1/4"" 1/4"
"ACEROS CORSA, S.A DE C.V",RED50,"REDONDO DE 2""",Macizos,Redondo,"2"""
"ACEROS CORSA, S.A DE C.V",RED10P,"REDONDO PULIDO 3/8""",Macizos,Redondo,"3/8"" 3/8"
"ACEROS CORSA, S.A DE C.V",SOL13X38,"SOLERA 1/2"" X 1 1/2""",Perfiles estructurales,Perfiles estructurales,"1/2"" 1 1/2"" 1/2"
"ACEROS CORSA, S.A DE C.V",SOL13X25,"SOLERA 1/2"" X 1""",Perfiles estructurales,Perfiles estructurales,"1/2"" 1"" 1/2"
"ACEROS CORSA, S.A DE C.V",SOL13X64,"SOLERA 1/2"" X 2 1/2""",Perfiles estructurales,Perfiles estructurales,"1/2"" 2 1/2"" 1/2"
"ACEROS CORSA, S.A DE C.V",SOL13X50,"SOLERA 1/2"" X 2""",Perfiles estructurales,Perfiles estructurales,"1/2"" 2"" 1/2"
"ACEROS CORSA, S.A DE C.V",SOL13X75,"SOLERA 1/2"" X 3""",Perfiles estructurales,Perfiles estructurales,"1/2"" 3"" 1/2"
"ACEROS CORSA, S.A DE C.V",SOL6X38,"SOLERA 1/4 X 1 1/2""",Perfiles estructurales,Perfiles estructurales,"1 1/2"" 4 X 1 1/4 1/2"
"ACEROS CORSA, S.A DE C.V",SOL6X32,"SOLERA 1/4 X 1 1/4""",Perfiles estructurales,Perfiles estructurales,"1 1/4"" 4 X 1 1/4"
"ACEROS CORSA, S.A DE C.V",SOL6X25,"SOLERA 1/4 X 1""",Perfiles estructurales,Perfiles estructurales,"1"" 4 X 1 1/4"
"ACEROS CORSA, S.A DE C.V",SOL6X13,"SOLERA 1/4 X 1/2""",Perfiles estructurales,Perfiles estructurales,"1/2"" 4 X 1 1/4 1/2"
"ACEROS CORSA, S.A DE C.V",SOL6X50,"SOLERA 1/4 X 2""",Perfiles estructurales,Perfiles estructurales,"2"" 4 X 2 1/4"
"ACEROS CORSA, S.A DE C.V",SOL6X75,"SOLERA 1/4 X 3""",Perfiles estructurales,Perfiles estructurales,"3"" 4 X 3 1/4"
"ACEROS CORSA, S.A DE C.V",SOL6X19,"SOLERA 1/4 X 3/4""",Perfiles estructurales,Perfiles estructurales,"3/4"" 4 X 3 1/4 3/4"
"ACEROS CORSA, S.A DE C.V",SOL6X100,"SOLERA 1/4 X 4""",Perfiles estructurales,Perfiles estructurales,"4"" 4 X 4 1/4"
"ACEROS CORSA, S.A DE C.V",SOL6X150,"SOLERA 1/4"" X 6""",Perfiles estructurales,Perfiles estructurales,"1/4"" 6"" 1/4"
"ACEROS CORSA, S.A DE C.V",SOL3X38,"SOLERA 1/8 X 1 1/2""",Perfiles estructurales,Perfiles estructurales,"1 1/2"" 8 X 1 1/8 1/2"
"ACEROS CORSA, S.A DE C.V",SOL3X32,"SOLERA 1/8 X 1 1/4""",Perfiles estructurales,Perfiles estructurales,"1 1/4"" 8 X 1 1/8 1/4"
"ACEROS CORSA, S.A DE C.V",SOL3X25,"SOLERA 1/8 X 1""",Perfiles estructurales,Perfiles estructurales,"1"" 8 X 1 1/8"
"ACEROS CORSA, S.A DE C.V",SOL3X13,"SOLERA 1/8 X 1/2""",Perfiles estructurales,Perfiles estructurales,"1/2"" 8 X 1 1/8 1/2"
"ACEROS CORSA, S.A DE C.V",SOL3X50,"SOLERA 1/8 X 2""",Perfiles estructurales,Perfiles estructurales,"2"" 8 X 2 1/8"
"ACEROS CORSA, S.A DE C.V",SOL3X19,"SOLERA 1/8 X 3/4""",Perfiles estructurales,Perfiles estructurales,"3/4"" 8 X 3 1/8 3/4"
"ACEROS CORSA, S.A DE C.V",SOL5X38,"SOLERA 3/16 X 1 1/2""",Perfiles estructurales,Perfiles estructurales,"1 1/2"" 16 X 1 3/16 1/2"
"ACEROS CORSA, S.A DE C.V",SOL5X32,"SOLERA 3/16 X 1 1/4""",Perfiles estructurales,Perfiles estructurales,"1 1/4"" 16 X 1 3/16 1/4"
"ACEROS CORSA, S.A DE C.V",SOL5X25,"SOLERA 3/16 X 1""",Perfiles estructurales,Perfiles estructurales,"1"" 16 X 1 3/16"
"ACEROS CORSA, S.A DE C.V",SOL5X13,"SOLERA 3/16 X 1/2""",Perfiles estructurales,Perfiles estructurales,"1/2"" 16 X 1 3/16 1/2"
"ACEROS CORSA, S.A DE C.V",SOL5X50,"SOLERA 3/16 X 2""",Perfiles estructurales,Perfiles estructurales,"2"" 16 X 2 3/16"
"ACEROS CORSA, S.A DE C.V",sol5x75,"SOLERA 3/16 X 3""",Perfiles estructurales,Perfiles estructurales,"3"" 16 X 3 3/16"
"ACEROS CORSA, S.A DE C.V",SOL4X19,"SOLERA 3/16 X 3/4""",Perfiles estructurales,Perfiles estructurales,"3/4"" 16 X 3 3/16 3/4"
"ACEROS CORSA, S.A DE C.V",SOL5X64,"SOLERA 3/16"" X 2""1/2",Perfiles estructurales,Perfiles estructurales,"3/16"" 2"" 3/16 1/2"
"ACEROS CORSA, S.A DE C.V",SOL10X50,"SOLERA 3/8 X 2""",Perfiles estructurales,Perfiles estructurales,"2"" 8 X 2 3/8"
"ACEROS CORSA, S.A DE C.V",SOL10X38,"SOLERA 3/8"" X 1 1/2""",Perfiles estructurales,Perfiles estructurales,"3/8"" 1 1/2"" 3/8 1/2"
"ACEROS CORSA, S.A DE C.V",SOL10X75,"SOLERA 3/8"" X 3""",Perfiles estructurales,Perfiles estructurales,"3/8"" 3"" 3/8"
"ACEROS CORSA, S.A DE C.V",SOL10X100,"SOLERA 3/8"" X 4""",Perfiles estructurales,Perfiles estructurales,"3/8"" 4"" 3/8"
"ACEROS CORSA, S.A DE C.V",TEEFO25,"TEE  FIERRO 1""",Tuberia y conexiones,Tuberia y conexiones,"1"""
ACEROS PEÑASCAL STA. LUCIA,FIG-C2,"FIGURA DE CUADRADO 1/2"" C-2",Acero (barra y placa),Acero (barra y placa),"1/2"" 1/2"
ACEROS PEÑASCAL STA. LUCIA,TERMP01,TERMINAL PASAMANOS 01,"Herrería, forja y herrajes",Barandal y pasamanos,
ANITA DE LOS SANTOS DE LA ROSA,ADORNO,ADORNO FLORAL ( CHICO ),Forja artistica,Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,ANGD,ANGEL FO.CO DERECHO,"Herrería, forja y herrajes",Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,ANGI,ANGEL FO.CO IZQUIERDO,"Herrería, forja y herrajes",Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,ARCO,ARCO P/SEGUETA REFORZADO MOD.1,Herramienta manual,Herramienta manual,
ANITA DE LOS SANTOS DE LA ROSA,BOTONRFC,BOTON DE ROSA FO.CO,"Herrería, forja y herrajes",POR CLASIFICAR,
ANITA DE LOS SANTOS DE LA ROSA,CABALLITO,CABALLITO DE MAR,Forja artistica,Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,CHAPLACH,CHAPETON LATON CHICO 46 MM,Seguridad (EPP),Seguridad (EPP),46 MM
ANITA DE LOS SANTOS DE LA ROSA,CHALACHL,CHAPETON LATON CHICO LISO 46 MM,Acero (barra y placa),Acero (barra y placa),46 MM
ANITA DE LOS SANTOS DE LA ROSA,CHAPLAGD,CHAPETON LATON GRANDE 70 MM,Seguridad (EPP),Seguridad (EPP),70 MM
ANITA DE LOS SANTOS DE LA ROSA,CHAPLAGDEL,CHAPETON LATON GRANDE LISO 70 MM,Acero (barra y placa),Acero (barra y placa),70 MM
ANITA DE LOS SANTOS DE LA ROSA,CHAPLAME,CHAPETON LATON MEDIANO 50 MM,Seguridad (EPP),Seguridad (EPP),50 MM
ANITA DE LOS SANTOS DE LA ROSA,CHAPLAMEL,CHAPETON LATON MEDIANO LISO 50 MM,Acero (barra y placa),Acero (barra y placa),50 MM
ANITA DE LOS SANTOS DE LA ROSA,CHAPLAMI,CHAPETON LATON MINI 40 MM,Seguridad (EPP),Seguridad (EPP),40 MM
ANITA DE LOS SANTOS DE LA ROSA,CUALAS13,"CUELLO ALAS 1/2""",Tuberia y conexiones,Tuberia y conexiones,"1/2"" 1/2"
ANITA DE LOS SANTOS DE LA ROSA,CUAZTECA13,"CUELLO AZTECA  P/CUAD. 1/2""",Tuberia y conexiones,Tuberia y conexiones,"1/2"" 1/2"
ANITA DE LOS SANTOS DE LA ROSA,CUMOS13,CUELLO MOSCA P/RED. 1/2,Tuberia y conexiones,Tuberia y conexiones,1/2
ANITA DE LOS SANTOS DE LA ROSA,CUROSA13,"CUELLO ROSA P/CUAD. 1/2""",Tuberia y conexiones,Tuberia y conexiones,"1/2"" 1/2"
ANITA DE LOS SANTOS DE LA ROSA,ECLAZTE,ECLIPSE AZTECA,Perfiles estructurales,Perfiles estructurales,
ANITA DE LOS SANTOS DE LA ROSA,ECLCHFC,ECLIPSE CHICO FO.CO,Perfiles estructurales,Perfiles estructurales,
ANITA DE LOS SANTOS DE LA ROSA,ESTCHFC,ESTRELLA CHICA FO.CO,"Herrería, forja y herrajes",Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,ESTG,ESTRELLA GRANDE,"Herrería, forja y herrajes",Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,FIGFCE,FIGURA FO CO. ESCALERA,Forja artistica,Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,FIGFCM,FIGURA FO.CO MARGARITA,Forja artistica,Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,FIGFCP/C,"FIGURA FO.CO P/CUA 1/2""",Forja artistica,Figura ornamental,"1/2"" 1/2"
ANITA DE LOS SANTOS DE LA ROSA,FIGFCP/R,"FIGURA FO.CO P/RED 1/2""",Forja artistica,Figura ornamental,"1/2"" 1/2"
ANITA DE LOS SANTOS DE LA ROSA,FIGFCR,"FIGURA FO.CO ROSAS P/CUA. 1/2""",Forja artistica,Figura ornamental,"1/2"" 1/2"
ANITA DE LOS SANTOS DE LA ROSA,FIGFCUVA,FIGURA FO.CO. DE UVAS,Forja artistica,Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,FIGFCP/R16,"FIGURA FO.CO. P/RED 5/8""",Forja artistica,Figura ornamental,"5/8"" 5/8"
ANITA DE LOS SANTOS DE LA ROSA,FALC1,FLOR DE ALCATRAZ S/ TALLO CH.,"Herrería, forja y herrajes",Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,FLORMARG,FLOR DE MARGARITA,"Herrería, forja y herrajes",Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,GALLOFC,GALLO FO.CO (REYES-JUGA),"Herrería, forja y herrajes",Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,HERRCH,HERRADURA CHICA FO.FO( 15 L X 13 A ),"Herrería, forja y herrajes",Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,HERRGDE,HERRADURA GRANDE FO.CO.(45 L X  42 A ),"Herrería, forja y herrajes",Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,HLIRA,HOJA DE LIRA,Herramienta manual,Herramienta manual,
ANITA DE LOS SANTOS DE LA ROSA,JALALU,"JALADERA ALUMINIO P/VENT. ORO, BCA Y NATURAL",Herrajes,Jaladera y manija,
ANITA DE LOS SANTOS DE LA ROSA,JALELECTROB,JALADERA COLONIAL BEIGE,Forja artistica,Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,JALELECTROC,JALADERA COLONIAL COBRE,Forja artistica,Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,JAL-CLT,JALADERA COLONIAL MEDIA CAÑA ORO,Forja artistica,Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,JALELECTROO,JALADERA COLONIAL ORO,Forja artistica,Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,JALELECTRO,JALADERA COLONIAL PLATA,Forja artistica,Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,JALALUN,JALADERA COLOR NEGRA P/VENTANA CORRED.,Herrajes,Jaladera y manija,
ANITA DE LOS SANTOS DE LA ROSA,JALRUSC,JALADERA RUSTICA COBRE,Herrajes,Jaladera y manija,
ANITA DE LOS SANTOS DE LA ROSA,JALRUSPCC/P,JALADERA RUSTICA COBRE C/ PERF.T/PORT.,Herrajes,Jaladera y manija,
ANITA DE LOS SANTOS DE LA ROSA,JALRUSP,JALADERA RUSTICA PLATA,Herrajes,Jaladera y manija,
ANITA DE LOS SANTOS DE LA ROSA,JALRUSPC/P,JALADERA RUSTICA PLATA C/PERF. T/PORT.,Herrajes,Jaladera y manija,
ANITA DE LOS SANTOS DE LA ROSA,JINETEFC,JINETE FO.CO,Forja artistica,Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,JGAMA,JUEGO DE AMACOLLAS 5/8,Herramienta manual,Herramienta manual,5/8
ANITA DE LOS SANTOS DE LA ROSA,JGAMA13,"JUEGO DE AMACOLLAS P /1/2""",Herramienta manual,Herramienta manual,"1/2"" 1/2"
ANITA DE LOS SANTOS DE LA ROSA,LEONBM,LEON BRONCE MEDIANO,Forja artistica,Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,LEONFC,LEON FO. CO,Forja artistica,Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,LUCHFC,LUNA CHICA FO.CO,"Herrería, forja y herrajes",Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,LUMEDFC,LUNA MEDIANA FO CO,"Herrería, forja y herrajes",Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,MEDACH,MEDALLON CHICO,"Herrería, forja y herrajes",Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,MEDAGDE,MEDALLON GRANDE,"Herrería, forja y herrajes",Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,MEDEGDE2,MEDALLON GRANDE (45.50 CM X 26 CM),"Herrería, forja y herrajes",Figura ornamental,45.50 CM 26 CM
ANITA DE LOS SANTOS DE LA ROSA,MEDARED,MEDALLON REDONDO,Acero (barra y placa),Acero (barra y placa),
ANITA DE LOS SANTOS DE LA ROSA,MEDE25,"MEDIA ESFERA 1""",Forja artistica,Figura ornamental,"1"""
ANITA DE LOS SANTOS DE LA ROSA,MEDE38,"MEDIA ESFERA 1"" 1/2",Forja artistica,Figura ornamental,"1"" 1/2"
ANITA DE LOS SANTOS DE LA ROSA,MEDE50,"MEDIA ESFERA 2""",Forja artistica,Figura ornamental,"2"""
ANITA DE LOS SANTOS DE LA ROSA,PUNLAN,PUNTA LANZA,Forja artistica,Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,PUNLIZ,PUNTA LIZ P/RED 1/2,Forja artistica,Figura ornamental,1/2
ANITA DE LOS SANTOS DE LA ROSA,PUNPIC,PUNTA PICUDA,Forja artistica,Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,PUNREY,PUNTA REYNA,Forja artistica,Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,RAUVAD,RACIMO DE UVA DOBLE 10X9,Forja artistica,Figura ornamental,10X9
ANITA DE LOS SANTOS DE LA ROSA,RAUVA2,RACIMO DE UVAS C/HOJA CH.(7.50X8CM),Herramienta manual,Herramienta manual,7.50X8 8CM
ANITA DE LOS SANTOS DE LA ROSA,RAUVA1,RACIMO DE UVAS C/HOJA GDE.(8.50X10CM),Herramienta manual,Herramienta manual,8.50X10 10CM
ANITA DE LOS SANTOS DE LA ROSA,CORONA,REMATE CORONA,Forja artistica,Remate,
ANITA DE LOS SANTOS DE LA ROSA,SOLCHFC,SOL CHICO FO. CO,"Herrería, forja y herrajes",Figura ornamental,
ANITA DE LOS SANTOS DE LA ROSA,SOLFCG,SOL GRANDE FO.CO ( 27 CM),"Herrería, forja y herrajes",Figura ornamental,27 CM
ANITA DE LOS SANTOS DE LA ROSA,SOLMEDFC,SOL MEDIANO FO CO ( 20 CM),"Herrería, forja y herrajes",Figura ornamental,20 CM
ANITA DE LOS SANTOS DE LA ROSA,TOCAPMAN,TOCA PUERTA (MANO),"Herrería, forja y herrajes",Herraje de puerta,
ANITA DE LOS SANTOS DE LA ROSA,TOCAPCH,TOCA PUERTAS CHICO 20 CM X 20 CM,"Herrería, forja y herrajes",Herraje de puerta,20 CM
"ARTEFERRO MONTERREY, S,.A DE C.V",52079,BARRA PERFORADA 2 MTS. NO 14,Acero (barra y placa),Acero (barra y placa),2 MTS
"ARTEFERRO MONTERREY, S,.A DE C.V",118/H/2,BARROTE CUADRADO 1.2X1.2 CM ALTO 90CM (118/H/2),Acero (barra y placa),Acero (barra y placa),1.2X1.2 1.2 CM 90CM
"ARTEFERRO MONTERREY, S,.A DE C.V",-72681,BARROTE FORJADO 1 PALMA 1.2CM CUAD.,Herrajes,Barandal y pasamanos,1.2CM
"ARTEFERRO MONTERREY, S,.A DE C.V",BF1701/13,BARROTE FORJADO 1 PALMA P.PALOMA 1.20CM CUAD.,Herrajes,Barandal y pasamanos,1.20CM
"ARTEFERRO MONTERREY, S,.A DE C.V",BF1701/3,BARROTE FORJADO 2 PALMAS 1.2CM CUAD.,Herrajes,Barandal y pasamanos,1.2CM
"ARTEFERRO MONTERREY, S,.A DE C.V",BF497/2,BARROTE FORJADO C/2 CUELLO 1.2 CM RED,Tuberia y conexiones,Tuberia y conexiones,1.2 CM
"ARTEFERRO MONTERREY, S,.A DE C.V",-652655,BARROTE FORJADO C/PIÑA ALTO 1.10 MTS(COD113/2),Herrajes,Barandal y pasamanos,1.10 MTS 113/2
"ARTEFERRO MONTERREY, S,.A DE C.V",-72073,BARROTE FORJADO C-12 DE 1 MTS,Herrajes,Barandal y pasamanos,1 MTS
"ARTEFERRO MONTERREY, S,.A DE C.V",-655577,BARROTE FORJADO/NUDO C-12,Herrajes,Barandal y pasamanos,
"ARTEFERRO MONTERREY, S,.A DE C.V",-655608,BARROTE MARTILLADO DE 2 CUELLOS DE 1 MTS,Tuberia y conexiones,Tuberia y conexiones,1 MTS
"ARTEFERRO MONTERREY, S,.A DE C.V",-383808,BUZON ROJO ARTEFERRO 25.5X40.50 ART.849/3,"Herrería, forja y herrajes",Herraje,25.5X40.50 849/3
"ARTEFERRO MONTERREY, S,.A DE C.V",-451378,COROLA 4X4CM,Forja artistica,Figura ornamental,4X4 4CM
"ARTEFERRO MONTERREY, S,.A DE C.V",CM13,"CUADRADO MARTILLADO  1/2"" DE 6MT. ART.18/16000",Macizos,Cuadrado,"1/2"" 6MT 1/2 18/16000"
"ARTEFERRO MONTERREY, S,.A DE C.V",53479,ELEMENTO BALCONES MARTILLADO DE 80 CM,Forja artistica,Figura ornamental,80 CM
"ARTEFERRO MONTERREY, S,.A DE C.V",-451772,HOJA 11 X 14 CM,Herramienta manual,Herramienta manual,11 X 14 14 CM
"ARTEFERRO MONTERREY, S,.A DE C.V",-451803,HOJA 11 X 14 CM IZQ.,Herramienta manual,Herramienta manual,11 X 14 14 CM
"ARTEFERRO MONTERREY, S,.A DE C.V",-451347,HOJA 9X 9 CM,Herramienta manual,Herramienta manual,9X 9 9 CM
"ARTEFERRO MONTERREY, S,.A DE C.V",-642612,HOJA CHAPA 3.9 CM D. 1 CM ALTO,Herramienta manual,Herramienta manual,3.9 CM 1 CM
"ARTEFERRO MONTERREY, S,.A DE C.V",E0213,INOX ANCLAJE 100X6MM E0213,Tornilleria y fijacion,Tornilleria y fijacion,100X6 6MM
