"﻿""proveedor""",codigo,descripcion,categoria,tipo,medidas
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BROESC119370,"BROCA ESCALONADA 1/8"" A 1/2"" (119370)",Herramienta manual,Herramienta manual,"1/8"" 1/2"" 1/8 1/2"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BROESC119373,"BROCA ESCALONADA 3/16"" A 7/8"" (119373)",Herramienta manual,Herramienta manual,"3/16"" 7/8"" 3/16 7/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BRO119173,"BROCA P/CONCRETO 1"" X 12"" (119173)",Herramienta manual,Herramienta manual,"1"" 12"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BRO119164,"BROCA P/CONCRETO 1/2"" X 12"" (119164)",Herramienta manual,Herramienta manual,"1/2"" 12"" 1/2"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BRO119163,"BROCA P/CONCRETO 1/2"" X 6"" (119163)",Herramienta manual,Herramienta manual,"1/2"" 6"" 1/2"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BRO119158,"BROCA P/CONCRETO 1/4"" X 12"" (119158)",Herramienta manual,Herramienta manual,"1/4"" 12"" 1/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BRO119156,"BROCA P/CONCRETO 1/4"" X 4"" (119156)",Herramienta manual,Herramienta manual,"1/4"" 4"" 1/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BRO119157,"BROCA P/CONCRETO 1/4"" X 6"" (119157)",Herramienta manual,Herramienta manual,"1/4"" 6"" 1/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BRO119154,"BROCA P/CONCRETO 3/16"" X 6"" (119154)",Herramienta manual,Herramienta manual,"3/16"" 6"" 3/16"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BRO119168,"BROCA P/CONCRETO 3/4"" X 12"" (119168)",Herramienta manual,Herramienta manual,"3/4"" 12"" 3/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BRO119167,"BROCA P/CONCRETO 3/4"" X 6"" (119167)",Herramienta manual,Herramienta manual,"3/4"" 6"" 3/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BRO119162,"BROCA P/CONCRETO 3/8"" X 12"" (119162)",Herramienta manual,Herramienta manual,"3/8"" 12"" 3/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BRO119161,"BROCA P/CONCRETO 3/8"" X 6"" (119161)",Herramienta manual,Herramienta manual,"3/8"" 6"" 3/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BRO119159,"BROCA P/CONCRETO 5/16"" X 4"" (119159)",Herramienta manual,Herramienta manual,"5/16"" 4"" 5/16"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BRO119170,"BROCA P/CONCRETO 5/16"" X 6"" (119170)",Herramienta manual,Herramienta manual,"5/16"" 6"" 5/16"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BRO119166,"BROCA P/CONCRETO 5/8"" X 12"" (119166)",Herramienta manual,Herramienta manual,"5/8"" 12"" 5/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BRO119165,"BROCA P/CONCRETO 5/8"" X 6"" (119165)",Herramienta manual,Herramienta manual,"5/8"" 6"" 5/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BRO119171,"BROCA P/CONCRETO 7/8"" X 6"" (119171)",Herramienta manual,Herramienta manual,"7/8"" 6"" 7/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BSDS1/2X12,"BROCA P/CONCRETO SDS URREA 1/2"" X 12"" (BSDS1/2X12)",Herramienta manual,Herramienta manual,"1/2"" 12"" 2X12 1/2"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BSDS1/2X6,"BROCA P/CONCRETO SDS URREA 1/2"" X 6"" (BSDS1/2X6)",Herramienta manual,Herramienta manual,"1/2"" 6"" 2X6 1/2"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BSDS3/8X12,"BROCA P/CONCRETO SDS URREA 3/8"" X 12"" (BSDS3/8X12)",Herramienta manual,Herramienta manual,"3/8"" 12"" 8X12 3/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BSDS3/8X6,"BROCA P/CONCRETO SDS URREA 3/8"" X 6"" (BSDS3/8X6)",Herramienta manual,Herramienta manual,"3/8"" 6"" 8X6 3/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BSDS5/8X12,"BROCA P/CONCRETO SDS URREA 5/8"" X 12"" (BSDS5/8X12)",Herramienta manual,Herramienta manual,"5/8"" 12"" 8X12 5/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BSDS5/8X6,"BROCA P/CONCRETO SDS URREA 5/8"" X 6"" (BSDS5/8X6)",Herramienta manual,Herramienta manual,"5/8"" 6"" 8X6 5/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BCN3812,"BROCA P/CONCRETO URREA 3/8"" X 12"" (BCN3812)",Herramienta manual,Herramienta manual,"3/8"" 12"" 3/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BCN386,"BROCA P/CONCRETO URREA 3/8"" X 6"" (BCN386)",Herramienta manual,Herramienta manual,"3/8"" 6"" 3/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BCN51612,"BROCA P/CONCRETO URREA 5/16"" X 12"" (BCN51612)",Herramienta manual,Herramienta manual,"5/16"" 12"" 5/16"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BCN5166,"BROCA P/CONCRETO URREA 5/16"" X 6"" (BCN5166)",Herramienta manual,Herramienta manual,"5/16"" 6"" 5/16"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BCN586,"BROCA P/CONCRETO URREA 5/8"" X 6"" (BCN586)",Herramienta manual,Herramienta manual,"5/8"" 6"" 5/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BROCON1X12,"BROCA PARA CONCRETO 1"" X 12"" (119221)SDS",Herramienta manual,Herramienta manual,"1"" 12"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BROCON1/2X12,"BROCA PARA CONCRETO 1/2"" X 12"" (119214)SDS",Herramienta manual,Herramienta manual,"1/2"" 12"" 1/2"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BROCON1/2X6,"BROCA PARA CONCRETO 1/2"" X 6""  (119213)SDS",Herramienta manual,Herramienta manual,"1/2"" 6"" 1/2"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BROCON1/4X12,"BROCA PARA CONCRETO 1/4"" X 12"" (119206)SDS",Herramienta manual,Herramienta manual,"1/4"" 12"" 1/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BROCON1/4X4,"BROCA PARA CONCRETO 1/4"" X 4""(119204)SDS",Herramienta manual,Herramienta manual,"1/4"" 4"" 1/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BROCON1/4X6,"BROCA PARA CONCRETO 1/4"" X 6 ""(119205)SDS",Herramienta manual,Herramienta manual,"1/4"" 6 "" 1/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BROCON3/4X12,"BROCA PARA CONCRETO 3/4"" X 12"" (119219)SDS",Herramienta manual,Herramienta manual,"3/4"" 12"" 3/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BROCON3/4X6,"BROCA PARA CONCRETO 3/4"" X 6"" (119218)SDS",Herramienta manual,Herramienta manual,"3/4"" 6"" 3/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BROCON3/8X12,"BROCA PARA CONCRETO 3/8"" X 12"" (119211)SDS",Herramienta manual,Herramienta manual,"3/8"" 12"" 3/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BROCON3/8X18,"BROCA PARA CONCRETO 3/8"" X 18"" (119212)SDS",Herramienta manual,Herramienta manual,"3/8"" 18"" 3/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BROCON3/8X6,"BROCA PARA CONCRETO 3/8"" X 6""(119210)SDS",Herramienta manual,Herramienta manual,"3/8"" 6"" 3/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BRO119160,"BROCA PARA CONCRETO 5/16"" X 12"" (119160)",Herramienta manual,Herramienta manual,"5/16"" 12"" 5/16"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BROCON5/16X12,"BROCA PARA CONCRETO 5/16"" X 12""(119209)SDS",Herramienta manual,Herramienta manual,"5/16"" 12"" 5/16"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BROCON5/16X6,"BROCA PARA CONCRETO 5/16"" X 6 (119208)SDS",Herramienta manual,Herramienta manual,"5/16"" 5/16"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BROCON5/8X12,"BROCA PARA CONCRETO 5/8"" X 12""(119217)SDS",Herramienta manual,Herramienta manual,"5/8"" 12"" 5/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BROCON5/8X6,"BROCA PARA CONCRETO 5/8"" X 6"" (119216)SDS",Herramienta manual,Herramienta manual,"5/8"" 6"" 5/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BROCON7/8X12,"BROCA PARA CONCRETO 7/8"" X 12"" (119220)",Herramienta manual,Herramienta manual,"7/8"" 12"" 7/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,BR1405,BROCA ROUTER 1/4 MED CAÑ 3/8 URREA(BR1405),Herramienta electrica,Herramienta electrica,1/4 3/8
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,119270,"BROCA ROUTER DE 1 1/2"" X 3/4"" SURTEK (119270)",Herramienta electrica,Herramienta electrica,"1 1/2"" 3/4"" 1/2 3/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,119263,"BROCA ROUTER REBAJ. 1/2"" A 1 1/4"" SURTEK (119263)",Herramienta electrica,Herramienta electrica,"1/2"" 1 1/4"" 1/2 1/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,142652,"BROCHA MANGO PLASTICO 1 1/2"" FOY (142652)",Pintura y quimicos,Pintura y quimicos,"1 1/2"" 1/2"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,123312,"BROCHA MANGO PLASTICO 1 1/2"" SURTEK (123312)",Pintura y quimicos,Pintura y quimicos,"1 1/2"" 1/2"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,142651,"BROCHA MANGO PLASTICO 1"" FOY (142651)",Pintura y quimicos,Pintura y quimicos,"1"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,123311,"BROCHA MANGO PLASTICO 1"" SURTEK (123311)",Pintura y quimicos,Pintura y quimicos,"1"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,142650,"BROCHA MANGO PLASTICO 1/2"" FOY (142650)",Pintura y quimicos,Pintura y quimicos,"1/2"" 1/2"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,123314,BROCHA MANGO PLASTICO 2 1/2 SURTEK (123314),Pintura y quimicos,Pintura y quimicos,1/2
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,142654,"BROCHA MANGO PLASTICO 2 1/2""  FOY (142654)",Pintura y quimicos,Pintura y quimicos,"2 1/2"" 1/2"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,142653,"BROCHA MANGO PLASTICO 2"" FOY (142653)",Pintura y quimicos,Pintura y quimicos,"2"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,123313,"BROCHA MANGO PLASTICO 2"" SURTEK (123313)",Pintura y quimicos,Pintura y quimicos,"2"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,142655,"BROCHA MANGO PLASTICO 3"" FOY (142655)",Pintura y quimicos,Pintura y quimicos,"3"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,142656,"BROCHA MANGO PLASTICO 4"" FOY(142656)",Pintura y quimicos,Pintura y quimicos,"4"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,142658,"BROCHA MANGO PLASTICO 6""FOY (142658)",Pintura y quimicos,Pintura y quimicos,"6"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,107344,CABLE PASACORRIENTE CAL.18 3 MTS (107344),Electrico e iluminacion,Electrico e iluminacion,CAL.18 3 MTS
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,136935,CABLE SURTEK 2 X 12 USO RUDO (136935),Electrico e iluminacion,Electrico e iluminacion,2 X 12
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,136936,CABLE SURTEK 3 X 12 USO RUDO (136936),Electrico e iluminacion,Electrico e iluminacion,3 X 12
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,136938,"CABLE SURTEK 3 X 14 USO RUDO 220V,15AMP(136938)",Electrico e iluminacion,Electrico e iluminacion,3 X 14
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,150826,"CADENA GRADO 70 C/GANCHO 3/8"" (150826)",Tornilleria y fijacion,Tornilleria y fijacion,"3/8"" 3/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CPU19P,"CAJA PLASTICA BROCH 19 X 10"" ( CPU19P )",Herramienta manual,POR CLASIFICAR,"10"" 19 X 10"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CPS17,CAJA PLASTICA NEGRA SURTEK (CPS17),Herramienta manual,POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CPS19P,CAJA PLASTICA NEGRA SURTEK (CPS19P),Herramienta manual,POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CPS17K,CAJA PLASTICA ROSA SURTEK (CPS17K),"Herrería, forja y herrajes",POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137657,CAPUCHA DE MEZCLILLA SURTEK (137657),Seguridad EPP,POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CARCIOND4,"CARDA CIRCULAR LATON OND. 4"" (123249)",Soldadura y abrasivos,Abrasivos / Discos,"4"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,C546,"CARDA CIRCULAR OND. 1 1/2 X 0.17MM 1/4"" (C546)",Soldadura y abrasivos,Abrasivos / Discos,"1/4"" 2 X 0.17 0.17MM 1/2 1/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,C563,CARDA CIRCULAR OND. 3X 0.30MM 1/4 (C563),Soldadura y abrasivos,Abrasivos / Discos,3X 0.30 0.30MM 1/4
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,C564,CARDA CIRCULAR OND. 4X 0.30MM 1/4 (C564),Soldadura y abrasivos,Abrasivos / Discos,4X 0.30 0.30MM 1/4
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,C542,"CARDA CIRCULAR ONDULADA 6 X 0.35MM 1 1/4"" (C542)",Soldadura y abrasivos,Abrasivos / Discos,"1 1/4"" 6 X 0.35 0.35MM 1/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CAR123245,"CARDA CIRCULAR SURTEK 1/4 X 1 1/2"" (123245)",Soldadura y abrasivos,Abrasivos / Discos,"1 1/2"" 4 X 1 1/4 1/2"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,C536,"CARDA CIRCULAR TRENZADA 6 X 0.51MM 5/8"" (C536)",Soldadura y abrasivos,Abrasivos / Discos,"5/8"" 6 X 0.51 0.51MM 5/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,C527,"CARDA CIRCULAR TRENZADA 6X0.5MM 5/8"" (C527)",Soldadura y abrasivos,Abrasivos / Discos,"5/8"" 6X0.5 0.5MM 5/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,C504,"CARDA COPA OND.5""X0.35 MM 5/8 (C504)",Soldadura y abrasivos,Abrasivos / Discos,"5"" 0.35 MM 5/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,C572,"CARDA COPA ONDULADA 1 3/4 X 0.17MM 1/4"" (C572)",Soldadura y abrasivos,Abrasivos / Discos,"1/4"" 4 X 0.17 0.17MM 3/4 1/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,C578,"CARDA COPA ONDULADA 1 3/4 X 0.30MM 1/4"" (C578)",Soldadura y abrasivos,Abrasivos / Discos,"1/4"" 4 X 0.30 0.30MM 3/4 1/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,C580,"CARDA COPA ONDULADA 2 3/4 X 0.30MM 1/4"" (C580)",Soldadura y abrasivos,Abrasivos / Discos,"1/4"" 4 X 0.30 0.30MM 3/4 1/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,C500,"CARDA COPA ONDULADA 3 X 0.35MM 5/8"" (C500)",Soldadura y abrasivos,Abrasivos / Discos,"5/8"" 3 X 0.35 0.35MM 5/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,C501,CARDA COPA ONDULADA 3 X 0.35MM M14 (C501),Soldadura y abrasivos,Abrasivos / Discos,3 X 0.35 0.35MM
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CARCO123229,"CARDA COPA ONDULADA 3""X.35 RM14(123229)",Soldadura y abrasivos,Abrasivos / Discos,"3"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,C502,"CARDA COPA ONDULADA 4"" X 0.35MM 5/8"" (C502)",Soldadura y abrasivos,Abrasivos / Discos,"4"" 5/8"" 0.35MM 5/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CARCOOND3,"CARDA COPA ONDULADO 3"" X 5/8"" (123228)",Soldadura y abrasivos,Abrasivos / Discos,"3"" 5/8"" 5/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,C516,"CARDA COPA TR. 5""X0.35MM 5/8 (C516)",Soldadura y abrasivos,Abrasivos / Discos,"5"" 0.35MM 5/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,C512,"CARDA COPA TRENZ. 3X 0.35MM 5/8""(C512)",Soldadura y abrasivos,Abrasivos / Discos,"5/8"" 3X 0.35 0.35MM 5/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,C513,CARDA COPA TRENZ. 3X 0.35MM M14(C513),Soldadura y abrasivos,Abrasivos / Discos,3X 0.35 0.35MM
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,C514,"CARDA COPA TRENZ. 4X 0.35MM 5/8""(C514)",Soldadura y abrasivos,Abrasivos / Discos,"5/8"" 4X 0.35 0.35MM 5/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,C515,CARDA COPA TRENZ. 4X 0.35MM M1 (C515),Soldadura y abrasivos,Abrasivos / Discos,4X 0.35 0.35MM
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CARCOTRE3-123237,"CARDA COPA TRENZADA 3""  14 MM  (123237)",Soldadura y abrasivos,Abrasivos / Discos,"3"" 14 MM"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CARCOTRE3,"CARDA COPA TRENZADA 3"" X 5/8""  (123236)",Soldadura y abrasivos,Abrasivos / Discos,"3"" 5/8"" 5/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CARCOTRE4,"CARDA COPA TRENZADA 4""X1 1/8"" (123239)",Soldadura y abrasivos,Abrasivos / Discos,"4"" 1 1/8"" 1/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CARCOTRE4-(123238),"CARDA COPA TRENZADA 4""X1 1/8""X.35MM (123238)",Soldadura y abrasivos,Abrasivos / Discos,"4"" 1 1/8"" 35MM 1/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CARCOTRE5-14MM,"CARDA COPA TRENZADA 5""X 14MM   (123241)",Soldadura y abrasivos,Abrasivos / Discos,"5"" 14MM"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CARCOTRE5,"CARDA COPA TRENZADA 5""X5/8""  (123240)",Soldadura y abrasivos,Abrasivos / Discos,"5"" 5/8"" 5/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CAR123221,CARDA ESMERIL P/BANCO 6 X 1 3/16 (123221),Herramienta electrica,Herramienta electrica,6 X 1 3/16
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CARTAL6X44,"CARDA P/TALADRO 1 3/4""X1/4""X2 3/32(123252)",Herramienta electrica,Herramienta electrica,"1 3/4"" 1/4"" 3/4 1/4 3/32"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,123254,"CARDA P/TALADRO 1/4"" X 1 3/4"" 17MM SURTEK (123254)",Herramienta electrica,Herramienta electrica,"1/4"" 1 3/4"" 17MM 1/4 3/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CARTAL6X70,"CARDA P/TALADRO 2 3/4""X1/4""X25/32 (123253)",Herramienta electrica,Herramienta electrica,"2 3/4"" 1/4"" 3/4 1/4 25/32"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CARTAL6X75,"CARDA P/TALADRO 3""X1/4""X5/8"" (123251)",Herramienta electrica,Herramienta electrica,"3"" 1/4"" 5/8"" 1/4 5/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CAR123224,"CARDA TRENZADA 6""X .55MM (123224)",Soldadura y abrasivos,Abrasivos / Discos,"6"" 55MM"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CAR123225,"CARDA TRENZADA 6""X.51MMX3/4"" (123225)",Soldadura y abrasivos,Abrasivos / Discos,"6"" 3/4"" 3/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,USCS6,CARETA ELECT. P/SOLD.LENTE AMPLIO URREA(USCS6),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,USCS5,CARETA ELECT.P/SOLD.DIS SOLFIB URREA(USCS5),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137331,CARETA P/SOLDAR VISION AMPLIA SURTEK (137331),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,RC03,CARTUCHO P/REP PINT AEROSOL RC03,Pintura y quimicos,Pintura y quimicos,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137354,CARTUCHO RESPIRADOR DE POLVO SURTEK (137354),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137355,CARTUCHO RESPIRADOR PINTURA SURTEK (137355),Pintura y quimicos,Pintura y quimicos,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,USH01Y,CASCO AJUSTE MAT. AMARILLO (USH01Y),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CASA,CASCO SEG AJUST INT 4 PTOS AMAR(CASA),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137308,CASCO SEGURIDAD AMARILLO SURTEK (137308),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CEPALM,CEPILLO DE ALAMBRE (4X16)123260,Soldadura y abrasivos,Abrasivos / Discos,4X16
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CEPALM123261,CEPILLO DE ALAMBRE (4X16)123261,Soldadura y abrasivos,Abrasivos / Discos,4X16
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,123262,CEPILLO DE ALAMBRE SIN MANGO 6X19 SURTEK (123262),Soldadura y abrasivos,Abrasivos / Discos,6X19
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137549,CHALECO AV SUPERIOR AMAR. SURTEK (137549),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137592,CHALECO AV SUPERIOR AZUL SURTEK (137592),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137548,CHALECO AV SUPERIOR NARAN. SURTEK (137548),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137376,CHALECO MALLA CORREA AJUST. NAR. SURTEK (137376),"Alambre, malla y cercas","Alambre, malla y cercas",
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137496,CHALECO SEG.NARANJA UNIT(137496),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137497,CHALECO SEG.NARANJA UNIT(137497),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,USCH34,CHALECO SEG.SUPERVISOR ROJO EEG(USCH34),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137377,CHALECO SEGURIDAD REF.NJA.SURTEK 137377,Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,117116,"CINCEL 1/2"" DE 8"" LARGO SURTEK (117116)",Herramienta manual,Herramienta manual,"1/2"" 8"" 1/2"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,87G22,CINCEL CANAL SDS PLUS 250X22MM URREA(87D22),Herramienta manual,Herramienta manual,250X22 22MM
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,87F20,CINCEL PLANO SDS PLUS 250X20MM URREA(87F20),Herramienta manual,Herramienta manual,250X20 20MM
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,87P14,CINCEL PTA. SDS PLUS 250X14MM URREA(87P14),Herramienta manual,Herramienta manual,250X14 14MM
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,SINAIS-138001,CINTA AISLAR SURTEK 19MMX18M (138001),Pintura y químicos,POR CLASIFICAR,18M
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,SINAIS-138000,CINTA AISLAR SURTEK 9M (138000),Pintura y químicos,POR CLASIFICAR,9M
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137367,CINTA ANTIDERRAPANTE 50MM 5M SURTEK (137367),Pintura y químicos,POR CLASIFICAR,50MM 5M
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CLFV20,CINTA LGA FIB VID 20 M  ( CLFV20 ),Pintura y químicos,POR CLASIFICAR,20 M
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CLX30,CINTA METRICA TIPO CRUCETA 30 MTS. SURTEK (CLX30),Herramienta manual,Herramienta manual,30 MTS
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CLX50,CINTA METRICA TIPO CRUCETA 50 MTS. SURTEK (CLX50),Herramienta manual,Herramienta manual,50 MTS
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137297,"CINTA PRECAUCION DE 3"" 100 MTS.(137297)",Pintura y químicos,POR CLASIFICAR,"3"" 100 MTS"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,138026,CINTA TRANS. 150 MTS SURTEK (138026),Pintura y químicos,POR CLASIFICAR,150 MTS
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CLANEUCN650,"CLAVADORA NEUMATICA SURTEK 100 CLAVOS 2"" (CN650)","Alambre, malla y cercas","Alambre, malla y cercas","2"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CLA108500,CLAVOS P/CLAV.NEU SURTEK 19/32 (108500),"Alambre, malla y cercas","Alambre, malla y cercas",19/32
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CLA108502,"CLAVOS P/CLAV.NEU. SURTEK 1"" (108502)","Alambre, malla y cercas","Alambre, malla y cercas","1"""
